Average Trip Duration (minutes),Amount of Users,Mode of User type
19.023255813953487,258,1
22.646039603960396,404,1
28.151452282157678,482,1
25.44311377245509,501,1
90.27891156462584,588,2
24.33277591973244,598,1
76.08928571428571,616,1
111.70558375634518,591,2
46.74193548387097,558,1
220.4675615212528,447,1
87.97142857142858,315,1
22.729537366548044,281,1
320.87179487179486,195,1
16.335329341317365,167,1
18.08670520231214,173,1
31.271604938271604,162,2
33.08256880733945,109,2
18.814285714285713,70,2
144.06666666666666,15,1
10.0,9,1
16.0,11,1
11.590909090909092,44,1
32.72941176470588,85,1
37.744791666666664,192,1
24.927710843373493,249,1
32.54838709677419,403,1
46.399168399168396,481,1
101.89606299212599,635,1
33.1513353115727,674,1
30.15992970123023,569,2
151.27272727272728,605,1
162.8523489932886,298,1
75.92079207920793,303,1
16.96894409937888,161,1
25.211111111111112,180,1
11.10344827586207,116,1
12.099009900990099,101,1
12.944954128440367,109,1
12.492957746478874,71,1
24.37735849056604,53,1
983.0285714285715,35,1
1435.7586206896551,29,1
77.42857142857143,7,1
14.818181818181818,11,1
11.64864864864865,37,1
10.963636363636363,110,1
12.709302325581396,258,1
12.403973509933774,453,1
13.878980891719745,314,1
20.850174216027874,287,1
21.90909090909091,352,1
21.8268156424581,358,1
30.502906976744185,344,1
241.1006289308176,318,1
21.37037037037037,405,1
19.901333333333334,375,1
33.43888888888889,540,1
12.72279792746114,386,1
144.72030651340995,261,1
11.5,204,1
12.757396449704142,169,1
12.664122137404581,131,1
15.693333333333333,75,1
15.0,37,1
11.423076923076923,26,1
14.058823529411764,17,1
22.0,2,1
16.545454545454547,11,1
9.7,70,1
11.778301886792454,212,1
14.965116279069768,602,1
18.743956043956043,910,1
16.111353711790393,458,1
16.28014184397163,282,1
19.701923076923077,312,1
62.9765625,384,1
16.85635359116022,362,1
22.615176151761517,369,1
213.76382978723404,470,1
151.8664259927798,831,1
33.783073130649136,1217,1
21.3215859030837,908,1
34.4007858546169,509,1
14.259776536312849,358,1
308.18021201413427,283,1
76.97368421052632,152,1
13.23913043478261,92,1
12.91304347826087,46,1
34.064516129032256,31,1
389.2352941176471,17,1
10.909090909090908,11,1
15.545454545454545,11,1
11.14516129032258,62,1
12.91826923076923,208,1
13.534375,640,1
19.955489614243323,1011,1
18.914634146341463,492,1
18.528662420382165,314,1
18.652291105121293,371,1
337.7114967462039,461,1
55.26448362720403,397,1
55.316326530612244,392,1
40.18888888888889,450,1
61.88607594936709,790,1
15.609034267912772,1284,1
48.07531380753138,956,1
14.243542435424354,542,1
149.12468193384223,393,1
13.249122807017544,285,1
23.053763440860216,186,1
52.42741935483871,124,1
35.903225806451616,62,1
11.782608695652174,23,1
11.625,8,1
25.22222222222222,9,1
13.916666666666666,12,1
9.828947368421053,76,1
11.248908296943231,229,1
12.898756660746004,563,1
12.959266802443992,982,1
14.0,473,1
14.758503401360544,294,1
13.656765676567657,303,1
14.039893617021276,376,1
24.603174603174605,315,1
14.014134275618375,283,1
13.855421686746988,83,1
13.927536231884059,138,1
13.208237986270023,437,1
17.684375,320,1
12.19277108433735,166,1
13.090909090909092,187,1
251.23076923076923,169,1
12.857142857142858,126,1
19.626373626373628,91,1
20.08,50,1
31.476190476190474,21,1
23.176470588235293,17,1
10.142857142857142,7,1
14.6,10,1
10.951612903225806,62,1
10.830769230769231,130,1
48.978339350180505,277,1
12.578947368421053,418,1
11.296819787985866,283,1
13.398340248962656,241,1
18.2013201320132,303,1
76.72258064516129,310,1
34.67466666666667,375,1
116.18974358974359,390,1
54.039923954372625,526,1
17.90694789081886,806,1
25.980544747081712,1028,1
26.932038834951456,721,1
272.9686684073107,383,1
283.07516339869284,306,1
58.75187969924812,266,1
20.114285714285714,175,1
153.62237762237763,143,1
54.973684210526315,114,1
37.06730769230769,104,2
50.52542372881356,59,1
15.884615384615385,26,1
58.0,9,1
12.090909090909092,11,1
12.772727272727273,22,1
15.615384615384615,65,1
11.2015503875969,129,1
13.607476635514018,107,1
10.555555555555555,90,1
25.392156862745097,102,1
13.81132075471698,106,1
16.477272727272727,176,1
32.05172413793103,290,1
39.64921465968586,382,1
51.4964705882353,425,1
68.82150537634409,465,1
39.62373737373738,396,1
13.92282958199357,311,1
22.892307692307693,195,1
12.63855421686747,166,1
24.841463414634145,164,1
103.83636363636364,110,1
14.81060606060606,132,1
16.68686868686869,99,1
16.765625,64,1
728.2380952380952,21,1
13.2,5,1
9.785714285714286,14,1
16.5,20,1
18.076923076923077,52,1
15.258620689655173,116,1
22.454166666666666,240,1
21.983766233766232,308,1
58.31884057971015,414,1
57.390396659707726,479,1
92.05179282868527,502,1
28.93816254416961,566,1
127.60085836909872,466,1
76.81443298969072,485,1
19.25665399239544,526,1
20.350797266514807,439,1
16.423076923076923,286,1
192.06179775280899,178,1
14.82394366197183,142,1
16.79245283018868,106,1
12.223880597014926,134,1
12.882352941176471,34,1
10.928571428571429,14,1
15.5,8,1
24.125,8,[1 2]
11.727272727272727,11,1
15.87719298245614,57,1
22.446428571428573,168,1
11.993975903614459,498,1
13.918617614269788,897,1
14.689839572192513,374,1
18.575757575757574,165,1
13.570048309178745,207,1
14.122324159021407,327,1
24.44396551724138,232,1
16.153333333333332,300,1
52.34074074074074,405,1
29.419444444444444,720,1
39.576388888888886,1008,1
36.06739811912226,638,1
82.4368932038835,412,1
54.940350877192984,285,1
14.301801801801801,222,1
13.663551401869158,107,1
22.560606060606062,66,1
130.35,20,1
19.0,9,1
18.727272727272727,11,1
7.333333333333333,3,1
10.125,8,1
10.1875,64,1
11.782352941176471,170,1
14.877064220183486,545,1
16.209302325581394,946,1
23.010309278350515,485,1
16.27659574468085,282,1
15.218855218855218,297,1
36.94904458598726,314,1
15.461059190031152,321,1
43.24225352112676,355,1
102.2152466367713,446,1
15.13279132791328,738,1
17.735349716446123,1058,1
85.20287769784173,695,1
16.700680272108844,441,1
101.89878542510121,247,1
107.45228215767635,241,1
11.95483870967742,155,1
20.64864864864865,74,1
24.951219512195124,41,1
12.411764705882353,17,1
7.5,8,1
26.5,2,[1 2]
38.3,10,1
22.42,50,1
11.723926380368098,163,1
57.984641638225256,586,1
13.585760517799352,927,1
14.76431718061674,454,1
16.94402985074627,268,1
90.07664233576642,274,1
129.6488764044944,356,1
62.68488745980707,311,1
17.551724137931036,319,1
36.94964028776978,417,1
20.590185676392572,754,1
15.858870967741936,992,1
13.777777777777779,657,1
16.02093023255814,430,1
99.98443579766537,257,1
11.220588235294118,204,1
9.75187969924812,133,1
13.517241379310345,58,1
11.264705882352942,34,1
10.5,12,1
9.571428571428571,7,1
11.285714285714286,7,1
13.333333333333334,6,1
12.371428571428572,35,1
11.357142857142858,140,1
12.687927107061503,439,1
26.19221411192214,822,1
11.822222222222223,405,1
45.32876712328767,219,1
15.45679012345679,243,1
12.632352941176471,272,1
13.737864077669903,206,1
128.17241379310346,290,1
13.357348703170029,347,1
20.08471760797342,602,1
23.070938215102974,874,1
13.415944540727903,577,1
19.713483146067414,356,1
63.136929460580916,241,1
11.494565217391305,184,1
18.915254237288135,118,1
10.983050847457626,59,1
12.19047619047619,42,1
12.407407407407407,27,1
15.733333333333333,15,1
8.666666666666666,9,1
9.25,4,1
9.806451612903226,31,1
15.344,125,1
13.309226932668329,401,1
51.260330578512395,726,1
14.756207674943566,443,1
16.14236111111111,288,1
16.478378378378377,370,1
18.044600938967136,426,1
47.65075376884422,398,1
18.92326139088729,417,1
45.42372881355932,531,1
17.10313315926893,766,1
17.79685746352413,891,1
16.22318339100346,578,1
12.894736842105264,361,1
17.429718875502008,249,1
21.792079207920793,202,1
14.893491124260356,169,1
61.414414414414416,111,1
27.306930693069308,101,1
297.22857142857146,70,1
25.487179487179485,39,1
8.222222222222221,9,1
42.2,10,1
8.545454545454545,11,1
15.225806451612904,31,1
16.943396226415093,106,1
17.425641025641024,195,1
20.831932773109244,238,1
30.252551020408163,392,1
28.22912205567452,467,1
33.0016447368421,608,1
28.36115107913669,695,1
28.26212121212121,660,1
35.288922155688624,668,1
36.160796324655436,653,1
31.783645655877343,587,1
26.576923076923077,390,1
18.714285714285715,315,1
13.524752475247524,202,1
12.923529411764706,170,1
19.017142857142858,175,1
121.37096774193549,124,1
14.64864864864865,74,1
19.1734693877551,98,1
25.65671641791045,67,1
11.352941176470589,17,1
20.363636363636363,11,1
17.583333333333332,12,1
11.0,27,1
22.789473684210527,38,1
22.032608695652176,92,1
21.61875,160,1
20.598360655737704,244,1
24.300675675675677,296,1
31.674033149171272,362,1
19.997461928934012,394,1
24.594871794871796,390,1
21.19020172910663,347,1
13.830188679245284,318,1
21.938837920489295,327,1
11.63003663003663,273,1
11.444444444444445,189,1
10.952380952380953,147,1
10.801652892561984,121,1
10.108108108108109,74,1
14.390243902439025,41,1
7.722222222222222,18,1
8.583333333333334,12,1
17.833333333333332,12,1
14.5,4,1
10.0,10,1
11.225806451612904,31,1
12.852564102564102,156,1
30.753488372093024,430,1
13.013793103448275,725,1
14.096938775510203,392,1
18.5,202,1
20.86842105263158,228,1
13.759036144578314,249,1
23.00836820083682,239,1
15.022304832713754,269,1
14.959044368600683,293,1
13.533646322378717,639,1
21.401063829787233,940,1
16.207357859531772,598,1
12.369897959183673,392,1
10.54625550660793,227,1
12.575916230366492,191,1
12.396825396825397,126,1
8.962264150943396,53,1
11.862068965517242,29,1
12.0,10,1
296.85714285714283,7,1
18.166666666666668,6,[1 2]
215.625,8,1
9.23076923076923,52,1
13.413978494623656,186,1
13.500970873786407,515,1
12.511450381679388,917,1
13.81924882629108,426,1
15.395256916996047,253,1
18.808823529411764,272,1
14.953488372093023,301,1
15.262172284644194,267,1
13.517241379310345,116,1
13.291845493562231,233,1
10.938271604938272,243,1
30.784860557768923,753,1
52.212814645308924,437,1
12.788793103448276,232,1
12.202586206896552,232,1
11.464705882352941,170,1
10.26605504587156,109,1
25.593220338983052,59,1
16.28205128205128,78,1
14.133333333333333,15,1
13.142857142857142,7,1
11.25,4,1
19.875,8,1
10.794871794871796,39,1
10.935672514619883,171,1
11.88030888030888,518,1
12.689220183486238,872,1
13.953051643192488,426,1
16.2390243902439,205,1
16.987261146496817,157,1
15.67231638418079,177,1
12.604477611940299,134,1
13.614973262032086,187,1
52.16030534351145,262,1
13.780392156862746,510,1
14.309007981755986,877,1
21.15424610051993,577,1
12.437346437346438,407,1
11.776951672862454,269,1
12.074712643678161,174,1
14.602739726027398,146,1
15.85,120,1
12.15625,64,1
14.833333333333334,18,[1 2]
17.90909090909091,11,1
13.88888888888889,9,1
20.1,10,1
9.457142857142857,35,1
10.979020979020978,143,1
12.071274298056155,463,1
12.489910313901346,892,1
13.576086956521738,460,1
13.96078431372549,255,1
41.60377358490566,265,1
18.753943217665615,317,1
18.690196078431374,255,1
16.762541806020067,299,1
18.17808219178082,365,1
12.993322203672788,599,1
17.13530135301353,813,1
13.091234347048301,559,1
10.804953560371517,323,1
16.74688796680498,241,1
12.54054054054054,185,1
11.96,100,1
9.728813559322035,59,1
9.058823529411764,34,1
6.352941176470588,17,1
9.8125,16,1
13.0,1,1
8.8,5,1
10.757575757575758,33,1
11.092436974789916,119,1
13.11968085106383,376,1
11.952254641909814,754,1
12.047619047619047,378,1
14.004329004329005,231,1
18.765151515151516,264,1
15.836795252225519,337,1
16.920289855072465,276,1
17.74404761904762,336,1
26.116483516483516,455,1
13.444283646888568,691,1
14.174083769633508,764,1
13.674887892376681,446,1
11.676737160120846,331,1
25.309417040358746,223,1
39.44375,160,1
13.278195488721805,133,1
11.516129032258064,93,1
54.8955223880597,67,1
16.16216216216216,74,1
21.310344827586206,58,1
12.428571428571429,14,1
7.888888888888889,9,1
10.916666666666666,12,1
8.76923076923077,13,1
12.80952380952381,21,1
8.194444444444445,36,1
11.592592592592593,27,1
11.897435897435898,39,1
9.804878048780488,41,1
8.931034482758621,29,1
9.173913043478262,23,1
9.947368421052632,19,1
9.875,24,1
14.36,25,1
11.172413793103448,29,1
9.28125,32,1
9.181818181818182,33,1
8.86111111111111,36,1
9.185185185185185,27,1
10.097560975609756,41,1
40.74193548387097,31,1
10.028571428571428,35,1
21.53125,64,1
58.422222222222224,45,1
6.857142857142857,7,1
13.75,4,2
18.4,5,1
9.125,8,1
12.72,25,1
14.831168831168831,77,1
16.0,113,1
18.47222222222222,180,1
29.05,280,1
30.93134328358209,335,1
20.521994134897362,341,1
21.16857142857143,350,1
18.756302521008404,357,1
17.322997416020673,387,1
17.68974358974359,390,1
12.73482428115016,313,1
13.396153846153846,260,1
13.684848484848485,165,1
12.418439716312056,141,1
15.660550458715596,109,1
13.037037037037036,135,1
18.20855614973262,187,2
35.32258064516129,62,2
13.555555555555555,18,1
628.5,6,1
11.222222222222221,9,1
10.23076923076923,13,1
10.466666666666667,105,1
12.15406162464986,357,1
11.425992779783394,277,1
10.712121212121213,66,1
11.330188679245284,106,1
12.27536231884058,207,1
14.905303030303031,264,1
11.368098159509202,163,1
15.251396648044693,179,1
12.446886446886447,273,1
13.536448598130841,535,1
26.84548825710754,809,1
12.65391304347826,575,1
12.206611570247935,363,1
11.060975609756097,246,1
14.763005780346822,173,1
11.728971962616823,107,1
10.484375,64,1
36.59090909090909,22,1
12.0625,16,1
10.125,8,1
12.0,8,1
9.354166666666666,48,1
15.37037037037037,162,1
12.273504273504274,468,1
12.594266813671444,907,1
13.371764705882352,425,1
15.929824561403509,228,1
27.05668016194332,247,1
18.991701244813278,241,1
16.588679245283018,265,1
13.153024911032029,281,1
11.428152492668621,341,1
16.805841924398624,582,1
15.89050279329609,895,1
13.036106750392465,637,1
13.876750700280112,357,1
12.9453125,256,1
11.57345971563981,211,1
11.976190476190476,168,1
14.384615384615385,65,1
9.555555555555555,27,1
8.0,9,1
9.2,5,2
13.666666666666666,6,1
9.8,40,1
10.044871794871796,156,1
13.398148148148149,432,1
14.526510480887794,811,1
16.351893095768375,449,1
18.580645161290324,341,1
16.892857142857142,392,1
16.56581986143187,433,1
33.053254437869825,338,1
18.286103542234333,367,1
16.328512396694215,484,1
16.879032258064516,744,1
17.09348093480935,813,1
21.038684719535784,517,1
12.772727272727273,396,1
16.915178571428573,224,1
12.821428571428571,196,1
13.69277108433735,166,1
11.275510204081632,98,1
10.047619047619047,42,1
15.969696969696969,33,1
43.275862068965516,29,1
11.916666666666666,12,1
12.0,8,1
11.652173913043478,46,1
11.585365853658537,164,1
12.033464566929133,508,1
12.409429280397022,806,1
15.517241379310345,435,1
13.43265306122449,245,1
15.766323024054984,291,1
12.935483870967742,310,1
14.266211604095563,293,1
77.30128205128206,312,1
14.971052631578948,380,1
15.93354943273906,617,1
15.449367088607595,948,1
13.773869346733669,597,1
12.79224376731302,361,1
12.119402985074627,268,1
11.73936170212766,188,1
14.804195804195805,143,1
12.714285714285714,63,1
19.29787234042553,47,1
13.333333333333334,24,1
63.888888888888886,18,[1 2]
7.666666666666667,3,1
99.0,3,1
10.454545454545455,22,1
10.612068965517242,116,1
12.647540983606557,366,1
12.428783382789318,674,1
72.2929061784897,437,1
13.683794466403162,253,1
14.502304147465438,217,1
13.386861313868613,274,1
33.361111111111114,324,1
15.501567398119123,319,1
16.278195488721803,399,1
24.976816074188562,647,1
21.923620933521924,707,1
13.956120092378752,433,1
14.299363057324841,314,1
22.19455252918288,257,1
22.126984126984127,189,1
19.15730337078652,178,1
11.64179104477612,67,1
36.95348837209303,43,1
13.472727272727273,55,1
44.15151515151515,33,1
119.85714285714286,7,1
17.0,3,1
14.333333333333334,6,1
4.333333333333333,3,1
10.923076923076923,13,1
13.704918032786885,61,1
12.581395348837209,43,1
16.796296296296298,54,1
36.241134751773046,141,1
16.769759450171822,291,1
17.96014492753623,276,1
22.494505494505493,273,1
19.134831460674157,356,1
18.661931818181817,352,1
13.875796178343949,314,1
13.716049382716049,243,1
13.577272727272728,220,1
15.957142857142857,140,1
15.487603305785123,121,1
14.711538461538462,104,1
21.1734693877551,98,1
171.07246376811594,69,1
24.161290322580644,31,1
22.61111111111111,18,1
2.0,1,1
6.0,1,1
15.166666666666666,6,1
16.681818181818183,22,1
13.152542372881356,59,1
15.595588235294118,136,1
19.048672566371682,226,1
23.678062678062677,351,1
43.27717391304348,368,1
27.93816631130064,469,1
25.341614906832298,483,1
53.637274549098194,499,1
34.55992141453831,509,1
39.8711943793911,427,1
12.74581939799331,299,1
11.375,224,1
12.273972602739725,219,1
10.657534246575343,146,1
9.22340425531915,94,1
14.106666666666667,75,1
10.666666666666666,57,1
111.9375,32,1
34.2,15,1
9.538461538461538,13,1
5277.0,2,[1 2]
1384.5,8,1
12.096153846153847,52,1
19.61676646706587,167,1
11.9296875,512,1
12.711586901763225,794,1
13.092039800995025,402,1
13.854625550660794,227,1
13.614285714285714,210,1
61.60538116591928,223,1
61.407407407407405,243,1
84.08540925266904,281,1
14.297945205479452,292,1
12.628865979381443,485,1
22.76769509981851,551,1
11.880733944954128,218,1
12.349693251533742,163,1
7.917808219178082,73,1
22.28787878787879,66,1
123.76666666666667,30,1
9.411764705882353,17,1
518.7777777777778,9,1
6.285714285714286,7,1
15.0,4,1
19.0,4,1
9.5,10,1
11.136363636363637,44,1
11.111888111888112,143,1
13.13771186440678,472,1
19.105756358768406,747,1
11.157216494845361,388,1
13.021186440677965,236,1
13.03076923076923,260,1
73.80204778156997,293,1
10.88888888888889,198,1
16.68548387096774,124,1
10.857142857142858,98,1
12.245901639344263,183,1
260.6624040920716,391,1
15.895910780669144,269,1
12.808641975308642,162,1
11.485714285714286,140,1
12.392638036809815,163,1
11.824742268041238,97,1
11.515625,64,1
23.88888888888889,36,1
12.153846153846153,13,1
14.142857142857142,14,1
9.8,5,1
27.333333333333332,9,1
10.96078431372549,51,1
10.839779005524862,181,1
13.051948051948052,539,1
18.07470651013874,937,1
12.150205761316872,486,1
38.18556701030928,291,1
39.725190839694655,262,1
18.40223463687151,358,1
17.838926174496645,298,1
15.359872611464969,314,1
16.16949152542373,413,1
15.047552447552448,715,1
20.963503649635037,959,1
21.53125,640,1
12.41904761904762,420,1
21.255737704918033,305,1
20.475206611570247,242,1
63.86470588235294,170,1
12.389830508474576,59,1
260.04761904761904,42,1
14.0625,16,1
11.058823529411764,17,1
6.5,4,1
13.0,9,1
9.767441860465116,43,1
12.22167487684729,203,1
12.633270321361058,529,1
12.345211581291759,898,1
12.735483870967743,465,1
14.03968253968254,252,1
19.132653061224488,294,1
14.379821958456974,337,1
13.527687296416937,307,1
16.345132743362832,339,1
15.221606648199446,361,1
60.778546712802765,578,1
15.02962962962963,810,1
11.846590909090908,528,1
12.83611111111111,360,1
12.842696629213483,267,1
15.518867924528301,212,1
10.177304964539006,141,1
10.440677966101696,59,1
12.0625,32,1
10.4375,16,1
16.545454545454547,11,1
16.0,3,1
13.2,5,1
9.948717948717949,39,1
14.27450980392157,153,1
12.524038461538462,416,1
15.013054830287206,766,1
12.775903614457832,415,1
33.03004291845494,233,1
13.526717557251908,262,1
14.157692307692308,260,1
15.80564263322884,319,1
13.224025974025974,308,1
64.5578947368421,380,1
17.84560143626571,557,1
18.127565982404693,682,1
11.527675276752767,271,1
225.85714285714286,112,1
9.733333333333333,45,1
9.785714285714286,28,1
8.294117647058824,17,1
7.7,10,1
7.818181818181818,11,1
9.285714285714286,7,1
8.6,15,1
10.428571428571429,7,1
4.5,2,1
11.333333333333334,6,1
14.5,16,1
25.382978723404257,47,1
12.281553398058252,103,1
16.08187134502924,171,1
14.50314465408805,159,1
15.246636771300448,223,1
17.4,265,1
18.933098591549296,284,1
21.954703832752614,287,1
18.71884984025559,313,1
28.37037037037037,270,1
144.51141552511416,219,1
18.079787234042552,188,1
11.1125,160,1
62.86021505376344,93,1
21.192307692307693,104,1
9.96629213483146,89,1
12.307692307692308,78,1
57.59574468085106,47,1
340.89473684210526,57,1
11.294117647058824,17,1
536.4166666666666,12,1
7.0,3,1
17.75,8,1
12.0,16,1
10.192307692307692,26,1
21.458333333333332,96,1
12.767123287671232,146,1
26.27848101265823,237,1
24.162393162393162,234,1
18.949458483754512,277,1
29.41764705882353,340,1
39.526315789473685,266,1
19.361204013377925,299,1
16.062295081967214,305,1
14.331707317073171,205,1
10.901098901098901,182,1
11.631205673758865,141,1
10.30188679245283,106,1
9.45,80,1
13.08695652173913,69,1
188.38297872340425,47,1
12.076923076923077,13,1
10.0,13,1
11.0,8,1
13.625,8,1
241.0,9,1
10.52,25,1
11.828282828282829,99,1
11.594855305466238,311,1
17.689338235294116,544,1
32.36513157894737,304,1
16.357142857142858,182,1
19.522448979591836,245,1
16.970037453183522,267,1
15.524916943521594,301,1
41.937716262975776,289,1
16.8125,320,1
12.222222222222221,468,1
12.845626072041167,583,1
13.194835680751174,426,1
11.590405904059041,271,1
9.30890052356021,191,1
11.634285714285713,175,1
10.047619047619047,105,1
9.653846153846153,52,1
15.130434782608695,23,1
11.4,5,1
14.0,3,1
6.5,2,1
10.777777777777779,18,1
8.555555555555555,45,1
10.783018867924529,106,1
14.075757575757576,198,1
10.919642857142858,112,1
8.871794871794872,39,1
10.909090909090908,33,1
9.296296296296296,54,1
10.075949367088608,79,1
11.664179104477611,134,1
10.806451612903226,217,1
13.185819070904646,409,1
14.40885860306644,587,1
11.784753363228699,446,1
11.099009900990099,303,1
11.302702702702703,185,1
160.75776397515529,161,1
24.34,100,1
9.807017543859649,57,1
32.13636363636363,22,1
6.75,4,1
10.142857142857142,7,1
3.5,2,1
11.666666666666666,6,1
10.048780487804878,41,1
10.819548872180452,133,1
12.123515439429928,421,1
12.233103448275862,725,1
11.588996763754045,309,1
11.492063492063492,189,1
14.626436781609195,174,1
13.94949494949495,198,1
10.253731343283581,201,1
11.924623115577889,199,1
12.697115384615385,208,1
38.407407407407405,378,1
12.673504273504273,585,1
11.184,375,1
13.78099173553719,242,1
9.211428571428572,175,1
15.351145038167939,131,1
99.17283950617283,81,1
9.628571428571428,35,1
7.954545454545454,22,1
14.75,8,1
9.428571428571429,7,1
4.666666666666667,3,2
8.166666666666666,6,1
9.205882352941176,34,1
15.697247706422019,109,1
11.06344410876133,331,1
19.798307475317348,709,1
10.87076923076923,325,1
11.06060606060606,165,1
10.361581920903955,177,1
15.137931034482758,203,1
14.134408602150538,186,1
11.617486338797814,183,1
13.570707070707071,198,1
11.099255583126551,403,1
13.223154362416107,596,1
11.153465346534654,404,1
10.844,250,1
12.402173913043478,92,1
17.571428571428573,49,1
11.28125,32,1
10.083333333333334,12,1
10.727272727272727,11,1
13.0,6,1
10.0,2,1
9.666666666666666,3,1
9.625,8,1
13.517241379310345,29,1
10.753246753246753,77,1
16.782608695652176,115,1
9.909090909090908,88,1
10.590909090909092,110,1
10.090909090909092,132,1
12.35135135135135,148,1
18.89171974522293,157,1
11.202614379084967,153,1
29.854166666666668,192,1
11.826330532212886,357,1
14.198237885462555,454,1
16.057627118644067,295,1
12.37704918032787,183,1
11.368852459016393,122,1
17.97938144329897,97,1
300.31868131868134,91,1
17.3,50,1
18.638297872340427,47,1
38.666666666666664,45,1
21.82857142857143,35,2
170.4,30,2
38.0,12,2
80.0,12,2
11.652173913043478,23,1
11.359375,64,1
12.623931623931623,117,1
18.9,140,1
16.379464285714285,224,1
17.51746031746032,315,1
25.956666666666667,300,1
24.341538461538462,325,1
50.115511551155116,303,1
56.70198675496689,302,1
25.019736842105264,304,1
96.3076923076923,208,1
12.752475247524753,202,1
13.591715976331361,169,1
12.75,116,1
13.34375,96,1
12.340659340659341,91,1
29.83116883116883,77,1
25.746268656716417,67,1
17.73015873015873,63,1
9.581395348837209,43,1
10.153846153846153,13,1
7.0,8,1
9.2,10,1
10.277777777777779,18,1
23.757575757575758,33,1
11.347826086956522,69,1
17.628318584070797,113,1
17.311004784688997,209,1
29.884615384615383,234,1
15.05813953488372,258,1
17.106617647058822,272,1
34.097457627118644,236,1
20.762645914396888,257,1
14.683257918552036,221,1
35.3448275862069,203,1
10.56989247311828,186,1
10.62251655629139,151,1
8.741379310344827,116,1
11.705263157894738,95,1
13.090909090909092,77,1
9.816326530612244,49,1
9.26086956521739,23,1
12.23076923076923,13,1
15.5,6,1
16.5,2,1
12.666666666666666,6,1
9.592592592592593,27,1
10.40677966101695,59,1
11.290322580645162,155,1
11.616236162361623,271,1
58.43312101910828,157,1
10.783132530120483,83,1
12.063157894736841,95,1
11.610169491525424,118,1
10.037593984962406,133,1
26.052325581395348,172,1
11.702702702702704,222,1
13.065963060686016,379,1
24.91231343283582,536,1
11.237597911227153,383,1
11.874524714828897,263,1
13.055555555555555,162,1
11.602272727272727,88,1
12.030303030303031,66,1
11.130434782608695,23,1
77.3529411764706,17,1
7.777777777777778,9,1
10.666666666666666,6,1
15.5,4,1
12.2,5,1
8.75,28,1
12.38888888888889,54,1
16.056910569105693,123,1
11.396648044692737,179,1
10.03061224489796,98,1
10.056338028169014,71,1
10.741935483870968,62,1
9.0,78,1
9.08641975308642,81,1
14.134328358208956,67,1
12.012820512820513,156,1
11.48356807511737,213,1
15.481617647058824,272,1
11.204166666666667,240,1
10.248587570621469,177,1
13.304964539007091,141,1
12.61111111111111,90,1
12.76388888888889,72,1
8.789473684210526,38,1
15.428571428571429,21,1
309.8333333333333,12,1
29.333333333333332,6,1
15.25,4,1
14.555555555555555,9,1
9.04,25,1
11.32394366197183,71,1
13.614973262032086,187,1
11.471264367816092,348,1
12.321428571428571,252,1
11.3875,160,1
12.548571428571428,175,1
16.231155778894472,199,1
13.152263374485596,243,1
12.28076923076923,260,1
13.261538461538462,260,1
13.0,296,1
11.872037914691942,211,1
13.532967032967033,182,1
71.87288135593221,118,1
10.382022471910112,89,1
8.872727272727273,55,1
9.454545454545455,33,1
9.466666666666667,30,1
8.7,10,1
43.526315789473685,19,1
624.6666666666666,3,1
8.0,2,[1 2]
4.0,1,1
6.2,5,1
8.3,10,1
8.333333333333334,15,1
11.210526315789474,19,1
370.57142857142856,28,1
16.25,44,1
11.122448979591837,49,1
13.557377049180328,61,1
80.0,46,1
13.2,40,1
12.121212121212121,33,1
11.131578947368421,38,1
12.038461538461538,26,1
9.26086956521739,23,1
9.434782608695652,23,1
12.153846153846153,13,1
11.454545454545455,11,1
13.68421052631579,19,1
7.470588235294118,17,1
8.909090909090908,11,1
19.4,5,1
7.0,1,1
7.0,1,1
13.0,2,1
5.875,8,1
11.625,8,1
8.476190476190476,21,1
9.288461538461538,52,1
13.41025641025641,39,1
28.60810810810811,74,1
12.30379746835443,79,1
15.827956989247312,93,1
14.89423076923077,104,1
14.264150943396226,106,1
14.491666666666667,120,1
15.009345794392523,107,1
11.764044943820224,89,1
11.885057471264368,87,1
11.392156862745098,51,1
12.1875,64,1
11.194029850746269,67,1
9.19047619047619,42,1
13.035714285714286,28,1
8.666666666666666,12,1
39.666666666666664,12,2
24.4,5,1
13.6,5,1
16.0,2,1
14.333333333333334,3,1
7.0,1,1
12.0,17,1
21.166666666666668,48,1
15.51388888888889,72,1
17.782608695652176,115,1
18.74264705882353,136,1
35.2752808988764,178,1
21.894179894179896,189,1
18.554347826086957,184,1
20.105263157894736,190,1
14.817567567567568,148,1
31.7,140,1
15.789915966386555,119,1
90.26,100,1
125.95,80,1
61.064935064935064,77,1
10.375,56,1
11.25,48,1
16.56756756756757,37,1
319.7692307692308,13,1
10.909090909090908,11,1
5.0,1,1
5.0,1,1
14.916666666666666,12,1
9.371428571428572,35,1
40.6551724137931,58,1
13.98360655737705,61,1
11.459016393442623,61,1
13.766129032258064,124,1
14.412698412698413,126,1
14.859060402684564,149,1
23.958620689655174,145,1
12.254545454545454,165,1
13.628318584070797,113,1
43.95035460992908,141,1
11.173469387755102,98,1
12.731481481481481,108,1
21.324324324324323,74,1
208.01754385964912,57,1
9.333333333333334,39,1
13.129032258064516,31,1
8.9,10,1
19.75,12,1
29.5,4,1
11.666666666666666,9,1
11.875,32,1
