Average Trip Duration (minutes),Amount of Users,Mode of User type
14.807971014492754,276,1
14.686507936507937,252,1
15.792763157894736,304,1
18.084257206208427,451,1
20.558669001751312,571,1
15.625292740046838,427,1
13.038461538461538,234,1
15.369942196531792,173,1
15.201438848920864,139,1
20.72222222222222,90,1
12.647887323943662,71,1
16.840579710144926,69,1
49.55813953488372,43,1
15.571428571428571,14,1
12.0,5,1
19.4,5,1
35.4,5,1
18.652173913043477,23,1
15.8,60,1
15.457627118644067,118,1
21.681818181818183,198,1
25.583333333333332,228,1
38.8006993006993,286,1
81.50617283950618,324,1
21.096875,320,1
20.763333333333332,300,1
22.276119402985074,268,1
22.408333333333335,240,1
13.654450261780104,191,1
16.043715846994534,183,1
19.113333333333333,150,1
11.717647058823529,85,1
12.43859649122807,57,1
12.92,50,1
11.837837837837839,37,1
11.366666666666667,30,1
11.24,25,1
10.3125,16,1
3.6666666666666665,3,1
7.0,1,1
5.0,2,1
13.75,4,1
93.08,25,1
11.525,40,1
11.968421052631578,95,1
12.514285714285714,70,1
13.306930693069306,101,1
11.145833333333334,96,1
9.957446808510639,94,1
10.51063829787234,94,1
13.56701030927835,97,1
8.662337662337663,77,1
9.311827956989248,93,1
8.640625,64,1
8.404255319148936,47,1
7.620689655172414,29,1
26.41025641025641,39,1
11.15,20,1
5.909090909090909,22,1
137.0,8,1
25.833333333333332,6,1
11.666666666666666,3,1
27.0,1,1
15.0,2,1
9.818181818181818,11,1
9.2,10,1
12.030303030303031,33,1
10.130434782608695,46,1
22.302325581395348,43,1
16.857142857142858,28,1
33.166666666666664,30,1
12.972972972972974,37,1
7.052631578947368,19,1
12.45,20,1
7.666666666666667,21,1
8.48,25,1
23.164556962025316,79,1
10.25,40,1
7.357142857142857,42,1
10.415094339622641,53,1
24.11320754716981,53,1
15.0,34,1
37.0,20,1
11.833333333333334,12,1
12.333333333333334,9,1
9.0,4,1
15.75,4,1
15.8,5,1
9.441176470588236,34,1
9.3,70,1
12.66260162601626,246,1
11.802690582959642,446,1
11.420454545454545,264,1
13.391304347826088,138,1
14.424242424242424,132,1
13.942307692307692,156,1
10.664634146341463,164,1
13.36111111111111,144,1
10.96774193548387,186,1
12.68729641693811,307,1
13.048140043763675,457,1
11.794416243654823,394,1
10.5933014354067,209,1
8.977272727272727,132,1
10.23404255319149,94,1
62.59090909090909,66,1
10.96774193548387,31,1
15.076923076923077,13,1
14.0,7,1
22.2,5,1
6.0,1,1
22.666666666666668,9,1
9.73076923076923,26,1
10.156626506024097,83,1
18.707112970711297,239,1
11.036170212765958,470,1
13.123595505617978,267,1
13.686666666666667,150,1
13.907894736842104,152,1
13.43010752688172,186,1
18.162790697674417,172,1
14.012903225806452,155,1
11.544041450777202,193,1
11.362776025236593,317,1
13.035381750465548,537,1
19.03305785123967,363,1
13.70873786407767,206,1
11.090909090909092,165,1
9.418032786885245,122,1
10.422222222222222,90,1
10.65,40,1
12.105263157894736,19,1
32.833333333333336,12,1
8.166666666666666,6,1
7.5,2,1
65.8,5,1
15.32258064516129,31,1
10.173469387755102,98,1
12.294117647058824,85,1
11.150537634408602,93,1
10.220588235294118,68,1
9.287878787878787,66,1
10.26027397260274,73,1
10.941176470588236,102,1
13.925925925925926,108,1
10.650602409638553,83,1
10.605633802816902,71,1
17.810344827586206,174,1
13.985795454545455,352,1
12.27208480565371,283,1
10.815165876777252,211,1
14.167741935483871,155,1
10.752808988764045,89,1
13.533333333333333,75,1
10.823529411764707,34,1
8.12,25,1
11.454545454545455,11,1
10.0,9,1
11.0,3,1
17.125,8,1
14.785714285714286,28,1
10.32,75,1
13.787037037037036,216,1
11.258620689655173,464,1
10.216216216216216,259,1
9.505882352941176,170,1
13.32121212121212,165,1
11.8,200,1
18.595959595959595,198,1
17.24590163934426,183,1
58.590090090090094,222,1
13.083102493074792,361,1
47.58444444444444,450,1
16.562700964630224,311,1
11.46987951807229,166,1
12.68939393939394,132,1
14.630952380952381,84,1
11.14516129032258,62,1
13.428571428571429,56,1
10.9,30,1
12.735294117647058,34,1
9.538461538461538,13,1
11.833333333333334,6,1
13.5,4,1
13.666666666666666,3,1
16.066666666666666,15,1
19.25,32,1
13.075268817204302,93,1
18.024793388429753,121,1
14.84037558685446,213,1
21.25347222222222,288,1
20.262135922330096,309,1
23.45742092457421,411,1
40.21782178217822,404,1
33.576112412177984,427,1
33.29556650246305,406,1
27.326315789473686,380,1
23.70149253731343,335,1
14.410377358490566,212,1
14.153846153846153,130,1
14.018018018018019,111,1
12.734177215189874,79,1
15.4125,80,1
58.225806451612904,62,1
23.528301886792452,53,1
12.148148148148149,27,1
487.6875,16,1
7.5,4,1
10.666666666666666,3,1
11.0,12,1
15.206896551724139,29,1
17.314285714285713,105,1
17.77181208053691,149,1
25.113744075829384,211,1
26.742671009771986,307,1
26.520942408376964,382,1
25.6875,384,1
31.08695652173913,414,1
23.729216152019003,421,1
44.8313539192399,421,1
19.49397590361446,332,1
18.099667774086377,301,1
15.084656084656086,189,1
12.43859649122807,114,1
10.220930232558139,86,1
10.907894736842104,76,1
12.709677419354838,31,1
11.214285714285714,28,1
13.909090909090908,11,1
14.5,6,1
10.8,5,1
13.166666666666666,6,1
10.25,48,1
11.808333333333334,120,1
12.620481927710843,332,1
14.599653379549393,577,1
10.96676737160121,331,1
12.983240223463687,179,1
14.081967213114755,183,1
13.453658536585365,205,1
21.317948717948717,195,1
17.85981308411215,214,1
20.919282511210763,223,1
13.830232558139535,430,1
18.194690265486727,678,1
13.88888888888889,513,1
12.60897435897436,312,1
10.412790697674419,172,1
10.782945736434108,129,1
22.639344262295083,61,1
9.425,40,1
11.647058823529411,17,1
11.285714285714286,7,1
7.8,5,1
3.5,2,1
16.5,6,1
9.628571428571428,35,1
11.171641791044776,134,1
13.215025906735752,386,1
12.492753623188406,621,1
11.855345911949685,318,1
16.12707182320442,181,1
16.573991031390136,223,1
13.493273542600896,223,1
14.665071770334928,209,1
27.559183673469388,245,1
14.114754098360656,244,1
20.19279661016949,472,1
15.240694789081886,806,1
14.183794466403162,506,1
11.88628762541806,299,1
11.726775956284152,183,1
11.142857142857142,133,1
13.484375,64,1
12.326086956521738,46,1
15.133333333333333,30,1
18.785714285714285,14,1
11.125,8,1
22.75,4,1
19.333333333333332,9,1
10.4,35,1
10.2,65,1
11.404040404040405,99,1
13.785046728971963,214,1
9.737864077669903,103,1
10.032967032967033,91,1
9.525,120,1
9.234234234234235,111,1
9.125,104,1
11.146341463414634,41,1
10.035714285714286,56,1
10.506493506493506,77,1
10.361538461538462,130,1
11.510948905109489,137,1
9.64655172413793,116,1
10.423076923076923,78,1
9.175438596491228,57,1
10.571428571428571,42,1
8.225,40,1
8.0,21,1
6.444444444444445,9,1
66.14285714285714,7,1
2492.0,3,1
17.333333333333332,3,1
10.5,18,1
12.0,36,1
12.483870967741936,62,1
11.973214285714286,336,1
13.106312292358805,301,1
16.28846153846154,156,1
16.11038961038961,154,1
15.03111111111111,225,1
24.110132158590307,227,1
16.595238095238095,210,1
17.264367816091955,261,1
13.192037470725996,427,1
16.58050847457627,708,1
14.37190082644628,484,1
14.765060240963855,332,1
11.4,225,1
11.795275590551181,127,1
18.465346534653467,101,1
15.282608695652174,46,1
14.0,22,1
16.5,22,1
15.6875,16,1
9.666666666666666,3,1
12.0,6,1
12.5,36,1
13.050420168067227,119,1
12.44848484848485,330,1
13.603225806451613,620,1
18.529411764705884,340,1
18.625,184,1
13.8109243697479,238,1
11.938181818181818,275,1
13.5,98,1
11.384615384615385,65,1
11.507936507936508,63,1
11.292682926829269,123,1
11.556291390728477,151,1
12.353591160220995,181,1
10.794117647058824,136,1
9.652173913043478,92,1
11.631578947368421,76,1
11.907692307692308,65,1
218.72307692307692,65,1
17.955555555555556,45,1
14.279069767441861,43,1
16.192307692307693,26,1
25.0,9,1
18.0,2,[1 2]
9.0,8,1
12.368421052631579,19,1
11.306122448979592,49,1
16.33606557377049,122,1
16.835978835978835,189,1
22.93220338983051,295,1
24.622739018087856,387,1
35.547008547008545,468,1
31.07366482504604,543,1
36.47808764940239,502,1
23.974865350089768,557,1
36.026365348399246,531,1
43.546436285097194,463,1
24.93846153846154,455,1
18.710982658959537,346,1
20.1588785046729,214,1
16.16176470588235,136,1
14.65891472868217,129,1
12.636363636363637,99,1
76.04285714285714,70,1
18.971014492753625,69,1
33.69444444444444,36,1
228.4,10,1
7.666666666666667,3,1
2242.75,4,1
18.27777777777778,18,1
24.085714285714285,35,1
11.537313432835822,67,1
12.75609756097561,82,1
13.397435897435898,78,1
38.620370370370374,108,1
20.012345679012345,162,1
14.50259067357513,193,1
16.52409638554217,166,1
16.51923076923077,208,1
22.5979381443299,291,1
19.15481171548117,239,1
14.564220183486238,218,1
17.933333333333334,165,1
10.105691056910569,123,1
12.123287671232877,73,1
11.859649122807017,57,1
9.232558139534884,43,1
12.56,25,1
11.0,12,1
10.666666666666666,3,1
3.0,2,1
15.0,8,1
8.323529411764707,34,1
11.483050847457626,118,1
11.822429906542055,321,1
11.857664233576642,548,1
11.190647482014388,278,1
11.414414414414415,111,1
11.385714285714286,70,1
10.114503816793894,131,1
10.837837837837839,111,1
11.68131868131868,91,1
22.342105263157894,76,1
10.753246753246753,154,1
14.009146341463415,328,1
11.575384615384616,325,1
10.0,135,1
13.708860759493671,79,1
10.132530120481928,83,1
11.655172413793103,58,1
26.214285714285715,42,1
13.954545454545455,22,1
7.2,10,1
9.75,4,1
9.5,2,1
22.666666666666668,6,1
12.90625,32,1
11.793650793650794,126,1
12.917312661498707,387,1
12.416118421052632,608,1
12.065625,320,1
16.45762711864407,177,1
26.475770925110133,227,1
11.337552742616033,237,1
16.5873786407767,206,1
14.217777777777778,225,1
16.75862068965517,319,1
14.391143911439114,542,1
14.063157894736841,760,1
16.34856175972927,591,1
17.456464379947228,379,1
12.20796460176991,226,1
15.474820143884893,139,1
14.775510204081632,147,1
25.44047619047619,84,1
24.875,48,1
16.416666666666668,12,1
10.666666666666666,3,2
64.25,4,[1 2]
31.77777777777778,9,1
11.177777777777777,45,1
11.464968152866241,157,1
13.43035343035343,481,1
17.050847457627118,708,1
16.369272237196764,371,1
19.560606060606062,198,1
19.35042735042735,234,1
19.480645161290322,310,1
19.332298136645964,322,1
17.286231884057973,276,1
20.293150684931508,365,1
21.796327212020035,599,1
22.52480158730159,1008,1
18.911371237458194,598,1
17.40521327014218,422,1
14.60377358490566,265,1
18.79126213592233,206,1
18.2751677852349,149,1
14.5,92,1
24.08,50,1
19.870967741935484,31,2
293.9,10,1
14.333333333333334,3,1
16.714285714285715,7,1
11.685714285714285,35,1
13.45398773006135,163,1
12.546341463414635,410,1
12.817941952506596,758,1
12.190883190883191,351,1
15.0,199,1
15.744274809160306,262,1
19.87538940809969,321,1
20.362934362934364,259,1
48.441295546558706,247,1
13.211206896551724,232,1
14.341772151898734,474,1
14.189808917197452,785,1
15.291512915129152,542,1
12.978787878787879,330,1
14.645714285714286,175,1
14.05952380952381,168,1
14.669291338582678,127,1
15.245098039215685,102,1
14.466666666666667,45,1
40.107142857142854,28,1
14.714285714285714,7,1
11.333333333333334,6,1
12.8,5,1
9.793103448275861,29,1
11.15748031496063,127,1
13.119354838709677,310,1
14.548076923076923,416,1
13.0177304964539,282,1
11.694117647058823,255,1
18.27777777777778,270,1
18.68231046931408,277,1
22.261029411764707,272,1
16.523026315789473,304,1
19.680672268907564,357,1
14.368913857677903,534,1
17.622496147919875,649,1
13.967032967032967,455,1
15.96583850931677,322,1
13.596938775510203,196,1
18.259541984732824,131,1
15.453947368421053,152,1
13.330708661417322,127,1
15.685393258426966,89,1
19.326923076923077,52,1
14.647058823529411,34,1
30.0625,16,[1 2]
6.666666666666667,3,1
12.333333333333334,3,1
10.045454545454545,22,1
18.779411764705884,68,1
17.966101694915253,118,1
22.454545454545453,220,1
23.47953216374269,342,1
26.979643765903308,393,1
27.666666666666668,501,1
24.43258426966292,534,2
27.322834645669293,508,1
24.58016877637131,474,1
25.13347022587269,487,2
38.17333333333333,450,1
20.0803324099723,361,1
16.542124542124544,273,1
21.929515418502202,227,1
17.66839378238342,193,1
94.79640718562874,167,1
20.9009009009009,111,1
22.620253164556964,79,1
49.0,62,1
37.95652173913044,46,1
9.6,5,1
28.8125,16,1
23.25,8,1
15.368421052631579,19,1
16.3,40,1
22.09,100,1
22.6,160,1
25.78787878787879,264,1
25.75873015873016,315,1
23.283076923076923,325,1
26.23145400593472,337,1
22.551155115511552,303,1
19.906896551724138,290,1
17.771929824561404,285,1
15.088028169014084,284,1
13.535398230088495,226,1
10.908396946564885,131,1
8.798387096774194,124,1
8.647058823529411,51,1
8.733333333333333,15,1
7.785714285714286,14,1
9.117647058823529,17,1
12.666666666666666,12,1
11.5,10,1
7.0,2,1
14.125,8,1
10.8,40,1
11.753333333333334,150,1
12.495978552278821,373,1
11.969040247678018,646,1
12.646884272997033,337,1
16.411522633744855,243,1
18.450236966824644,211,1
22.172881355932205,295,1
15.912087912087912,273,1
17.384057971014492,276,1
15.748387096774193,310,1
13.869328493647913,551,1
14.856429463171036,801,1
16.107913669064747,556,1
15.564971751412429,354,1
11.694444444444445,216,1
11.876106194690266,113,1
11.206185567010309,97,1
12.655172413793103,58,1
28.333333333333332,27,1
13.235294117647058,17,1
10.0,8,1
10.8,5,1
18.0,6,1
9.380952380952381,42,1
17.032894736842106,152,1
12.520833333333334,480,1
12.139830508474576,708,1
13.6,340,1
13.574766355140186,214,1
16.228571428571428,245,1
16.054347826086957,276,1
15.196428571428571,280,1
27.866141732283463,254,1
17.262626262626263,297,1
19.27338129496403,556,1
18.75743162901308,841,1
17.45,580,1
16.214814814814815,405,1
18.083333333333332,240,1
12.340659340659341,182,1
12.032786885245901,122,1
11.696969696969697,66,1
14.761904761904763,21,1
95.6923076923077,13,1
20.466666666666665,15,1
23.0,2,1
13.142857142857142,7,1
9.638297872340425,47,1
11.680232558139535,172,1
13.738853503184714,471,1
12.72340425531915,752,1
13.135838150289016,346,1
14.838427947598253,229,1
15.18560606060606,264,1
14.985185185185186,270,1
15.95,300,1
17.304832713754646,269,1
16.710914454277287,339,1
18.203305785123966,605,1
14.686674669867948,833,1
31.798275862068966,580,1
15.613259668508288,362,1
24.383928571428573,224,1
11.0,140,1
11.150943396226415,106,1
11.96808510638298,94,1
81.6,40,1
16.09090909090909,11,1
21.285714285714285,7,1
8.0,3,1
38.333333333333336,3,1
12.325,40,1
45.395973154362416,149,1
12.758354755784062,389,1
12.848728246318608,747,1
11.597402597402597,385,1
13.979591836734693,245,1
16.816326530612244,245,1
19.28673835125448,279,1
19.561461794019934,301,1
23.283333333333335,300,1
17.227848101265824,395,1
15.843065693430656,548,1
19.084686774941996,862,1
15.647058823529411,561,1
15.263546798029557,406,1
12.245059288537549,253,1
30.885057471264368,174,1
14.45859872611465,157,1
14.0125,80,1
14.170212765957446,47,1
10.76923076923077,13,1
11.066666666666666,15,1
14.833333333333334,6,1
20.75,8,1
8.741935483870968,31,1
12.125,168,1
12.81989247311828,372,1
12.962809917355372,726,1
16.640371229698374,431,1
15.383673469387755,245,1
29.464788732394368,284,1
17.72264631043257,393,1
38.1951871657754,374,1
23.62378640776699,412,1
44.83010752688172,465,1
20.460339943342778,706,1
44.08125,800,1
52.8794466403162,506,1
498.3656509695291,361,1
37.27536231884058,276,1
29.494505494505493,182,1
24.64516129032258,155,1
13.863157894736842,95,1
68.50649350649351,77,1
27.52173913043478,46,1
31.209302325581394,43,1
662.6923076923077,13,2
9.714285714285714,7,1
4376.0,3,2
15.607142857142858,28,1
14.703703703703704,54,1
14.825396825396826,126,1
18.61392405063291,158,1
15.116402116402117,189,1
24.445205479452056,146,1
40.89,100,1
11.419753086419753,81,1
13.284313725490197,102,1
13.806451612903226,93,1
13.962264150943396,106,1
29.565217391304348,69,1
13.070422535211268,71,1
23.50588235294118,85,1
21.583333333333332,96,1
15.650602409638553,83,1
14.306451612903226,62,1
12.542372881355933,59,1
10.382352941176471,68,1
12.17142857142857,35,1
14.093023255813954,43,1
13.0,13,1
6.8,5,1
17.0,5,1
10.714285714285714,14,1
23.76923076923077,26,1
14.257575757575758,66,1
18.7578125,128,1
22.48258706467662,201,1
20.133333333333333,240,1
18.71875,224,1
22.432343234323433,303,1
23.47752808988764,356,1
37.38461538461539,351,1
21.533923303834808,339,1
29.340625,320,1
18.208469055374593,307,1
21.738775510204082,245,1
13.244897959183673,147,1
12.843478260869565,115,1
12.785714285714286,70,1
27.282608695652176,46,1
35.0,23,1
10.631578947368421,19,1
12.333333333333334,9,2
4.4,5,1
12.6,10,1
10.291666666666666,48,1
11.225,160,1
12.72289156626506,415,1
13.939914163090128,699,1
45.17414248021108,379,1
13.603603603603604,222,1
23.840579710144926,207,1
16.775100401606426,249,1
18.24671052631579,304,1
16.627376425855513,263,1
20.696476964769648,369,1
23.983361064891845,601,1
18.873091603053435,1048,1
17.834821428571427,672,1
15.489754098360656,488,1
13.965648854961833,262,1
39.28484848484848,165,1
14.07857142857143,140,1
16.845070422535212,71,1
17.16,25,1
31.73913043478261,23,1
12.0625,16,[1 2]
13.5,2,1
16.0,8,1
16.74137931034483,58,1
12.146067415730338,178,1
15.166,500,1
19.73474801061008,754,1
17.237113402061855,388,1
19.924050632911392,237,1
16.53846153846154,260,1
16.670250896057347,279,1
18.874074074074073,270,1
18.858585858585858,297,1
18.320113314447593,353,1
12.734557595993323,599,1
11.017467248908297,229,1
10.826923076923077,52,1
13.235294117647058,51,1
11.352941176470589,102,1
13.378947368421052,95,1
22.460526315789473,76,1
11.894736842105264,76,1
17.52173913043478,23,1
16.133333333333333,30,1
32.63157894736842,19,1
20.5,8,1
15.23076923076923,13,1
13.456521739130435,46,1
11.675,160,1
13.092134831460674,445,1
14.283563362609787,797,1
14.043956043956044,364,1
17.830188679245282,212,1
51.19421487603306,242,1
16.192,250,1
15.312757201646091,243,1
16.542124542124544,273,1
14.202797202797203,286,1
19.195612431444243,547,1
133.70035671819264,841,1
19.973021582733814,556,1
13.670769230769231,325,1
12.858585858585858,198,1
12.326086956521738,138,1
14.682926829268293,123,1
14.661538461538461,65,1
73.42857142857143,49,1
12.333333333333334,18,1
5.4,5,1
16.666666666666668,3,1
13.5,6,1
10.318181818181818,44,1
12.6,180,1
12.805491990846681,437,1
12.569352708058124,757,1
18.08101265822785,395,1
20.021367521367523,234,1
19.114814814814814,270,1
19.817307692307693,312,1
15.936842105263159,285,1
21.17472118959108,269,1
295.0108401084011,369,1
16.357751277683136,587,1
19.19298245614035,912,1
18.135433070866142,635,1
19.787139689578716,451,1
23.97163120567376,282,1
22.372881355932204,236,1
18.095238095238095,189,1
18.552083333333332,96,1
13.836363636363636,55,1
19.5,28,1
12.161290322580646,31,1
40.53846153846154,13,1
10.142857142857142,7,1
11.743589743589743,39,1
15.914473684210526,152,1
146.42857142857142,455,1
15.790697674418604,774,1
16.38757396449704,338,1
29.658986175115206,217,1
19.81,300,1
20.53349875930521,403,1
19.954787234042552,376,1
19.654545454545456,385,1
35.745054945054946,455,1
23.717011128775834,629,1
44.73416149068323,805,1
23.21072088724584,541,1
18.62464985994398,357,1
18.58091286307054,241,1
22.568627450980394,153,1
18.251497005988025,167,1
23.8953488372093,86,1
16.017857142857142,56,1
14.048780487804878,41,1
60.266666666666666,45,1
57.54545454545455,11,1
6.25,4,1
11.333333333333334,6,1
22.2,20,1
12.868852459016393,61,1
21.803571428571427,112,1
21.456221198156683,217,1
33.06143344709898,293,1
26.01834862385321,327,1
25.212598425196852,254,1
13.182926829268293,82,1
22.45614035087719,57,1
19.689655172413794,58,1
13.792207792207792,77,1
52.42253521126761,71,1
57.68269230769231,104,1
11.857142857142858,91,1
30.17241379310345,87,1
13.74468085106383,47,1
10.508771929824562,57,1
20.782608695652176,46,1
14.636363636363637,44,1
13.619047619047619,21,1
23.0,13,1
10.5,10,1
5.333333333333333,3,1
20.363636363636363,11,2
35.31818181818182,22,1
26.02,50,1
22.544,125,1
22.436842105263157,190,1
30.443579766536963,257,1
30.055374592833875,307,1
27.851752021563343,371,1
31.089974293059125,389,1
29.50515463917526,388,1
23.736059479553905,269,1
32.661631419939575,331,1
25.280112044817926,357,1
29.133333333333333,285,1
46.25650557620818,269,1
25.01675977653631,179,1
20.90963855421687,166,1
18.346534653465348,101,1
157.49295774647888,71,1
16.53191489361702,47,1
12.466666666666667,15,1
39.625,8,1
15.5,6,1
11.333333333333334,3,1
13.826923076923077,52,1
13.204301075268818,186,1
13.38723404255319,470,1
14.32920792079208,808,1
18.560906515580736,353,1
25.475655430711612,267,1
21.883333333333333,300,1
55.0299727520436,367,1
27.46964856230032,313,1
23.40453074433657,309,1
27.87193460490463,367,1
21.379939209726444,658,1
19.48167539267016,955,1
19.62153846153846,650,1
20.89566929133858,508,1
19.737752161383284,347,1
16.352201257861637,159,1
13.936842105263159,95,1
84.01612903225806,62,1
20.043478260869566,23,1
14.866666666666667,15,1
9.0,9,1
105.16666666666667,6,1
15.2,5,1
11.32258064516129,62,1
12.911111111111111,225,1
13.789077212806026,531,1
13.905910735826296,829,1
59.88251366120219,366,1
24.149732620320854,187,1
13.927536231884059,138,1
14.030150753768844,199,1
15.644736842105264,152,1
14.464,125,1
15.341013824884792,217,1
13.565843621399177,486,1
27.071428571428573,742,1
28.6694045174538,487,1
14.635379061371841,277,1
16.78481012658228,158,1
11.838709677419354,124,1
19.473684210526315,76,1
669.0481927710844,83,1
15.08695652173913,23,1
10.058823529411764,17,1
18.6,5,2
18.0,1,1
708.7272727272727,11,1
13.022222222222222,45,1
12.611650485436893,206,1
13.863636363636363,506,1
13.435483870967742,868,1
14.445727482678985,433,1
19.786713286713287,286,1
21.879598662207357,299,1
249.47381546134665,401,1
19.2296511627907,344,1
20.36394557823129,294,1
19.182561307901906,367,1
18.453149001536097,651,1
18.108080808080807,990,1
19.776545166402535,631,1
21.139805825242718,515,1
18.1969111969112,259,1
18.345945945945946,185,1
20.674603174603174,126,1
22.174757281553397,103,1
34.4375,32,1
15.416666666666666,12,1
35.45454545454545,11,2
3.5,2,1
23.416666666666668,12,1
22.073170731707318,41,1
13.88,200,1
12.939736346516007,531,1
16.328180737217597,841,1
16.773778920308484,389,1
16.724279835390945,243,1
20.0251572327044,318,1
16.62049861495845,361,1
47.22093023255814,344,1
22.632653061224488,294,1
29.733796296296298,432,1
19.61390532544379,676,1
17.460985626283367,974,1
21.157575757575756,660,1
16.3561320754717,424,1
32.44027303754266,293,1
13.49079754601227,163,1
11.88888888888889,126,1
17.6,90,1
8.513513513513514,37,1
10.833333333333334,12,1
15.642857142857142,14,1
15.0,5,1
42.833333333333336,6,1
11.542857142857143,35,1
11.337662337662337,154,1
14.568527918781726,394,1
22.493927125506072,741,1
16.759708737864077,412,1
22.19097222222222,288,1
25.128617363344052,311,1
39.15367483296214,449,1
20.622317596566525,466,1
21.907721280602637,531,1
24.40066777963272,599,1
25.866372980910427,681,1
23.459654178674352,694,1
32.41532258064516,496,1
28.573446327683616,354,1
26.298319327731093,238,1
20.22077922077922,154,1
28.78048780487805,164,1
57.57575757575758,198,1
33.28333333333333,60,1
21.15,40,1
17.0,30,1
55.8235294117647,17,2
15.375,8,1
12.4,5,1
38.96969696969697,33,1
28.363636363636363,66,1
53.59731543624161,149,1
27.304147465437786,217,1
29.703125,384,1
33.722863741339495,433,2
36.20518867924528,424,1
30.465811965811966,468,2
32.3186372745491,499,2
32.8373786407767,412,2
28.426858513189448,417,2
38.51298701298701,462,2
30.867532467532467,385,2
32.17666666666667,300,2
231.49,200,1
32.795918367346935,147,1
20.24,150,1
25.346938775510203,98,1
49.544117647058826,68,1
32.90909090909091,33,1
20.73913043478261,23,1
21.88888888888889,9,1
9.333333333333334,3,1
12.625,16,1
28.92105263157895,38,1
38.29545454545455,44,2
30.41176470588235,102,1
23.07482993197279,147,1
20.748502994011975,167,1
25.013824884792626,217,1
21.530035335689046,283,1
33.278985507246375,276,1
26.65432098765432,243,1
18.652173913043477,230,1
27.679324894514767,237,1
22.824817518248175,137,1
23.70149253731343,134,1
75.98058252427184,103,1
13.661971830985916,71,1
16.76923076923077,52,1
17.37142857142857,35,1
64.36363636363636,110,1
12.45945945945946,37,1
24.035714285714285,28,1
36.8235294117647,17,1
11.333333333333334,3,1
494.0,7,1
8.555555555555555,9,1
14.0,19,1
11.9,20,1
24.627906976744185,86,1
24.666666666666668,105,1
23.930232558139537,129,1
27.032967032967033,182,1
30.353383458646615,266,1
23.93774319066148,257,1
35.27609427609428,297,1
31.403076923076924,325,1
27.8515406162465,357,1
100.29521276595744,376,1
20.191358024691358,324,1
22.768558951965066,229,1
23.609467455621303,169,1
13.37864077669903,103,1
13.480519480519481,77,1
13.037735849056604,53,1
17.25,32,1
22.473684210526315,19,1
9.181818181818182,11,1
9.25,4,1
29.75,8,1
14.521739130434783,46,1
14.434285714285714,175,1
14.278242677824268,478,1
14.398340248962656,723,1
14.803030303030303,396,1
20.125,240,1
23.45945945945946,259,1
19.25079365079365,315,1
19.17049180327869,305,1
19.304347826086957,299,1
175.20277777777778,360,1
16.375766871165645,652,1
22.805864509605662,989,1
27.431884057971015,690,1
20.448076923076922,520,1
20.21362229102167,323,1
20.188284518828453,239,1
20.879518072289155,166,1
21.274193548387096,62,1
16.23076923076923,39,1
27.875,8,1
56.57142857142857,7,1
11.5,4,1
20.333333333333332,6,[1 2]
3067.4423076923076,52,1
13.163157894736843,190,1
13.303972366148532,579,1
14.807453416149068,805,1
14.02450980392157,408,1
23.29032258064516,248,1
24.06529209621993,291,1
19.306990881458965,329,1
21.635220125786162,318,1
19.57358490566038,265,1
22.331550802139038,374,1
16.268702290076337,655,1
36.46865671641791,1005,1
132.51920122887864,651,1
17.861328125,512,1
20.8659793814433,291,1
18.78918918918919,185,1
16.267175572519083,131,1
14.653061224489797,49,1
159.53658536585365,41,1
30.133333333333333,15,1
12.88888888888889,9,1
13.8,5,1
29.5,2,[1 2]
10.717391304347826,46,1
13.22110552763819,199,1
15.844074844074845,481,1
14.427160493827161,810,1
14.135678391959798,398,1
78.85306122448979,245,1
19.65289256198347,242,1
20.437299035369776,311,1
19.824915824915823,297,1
19.602272727272727,264,1
17.61049723756906,362,1
18.738161559888578,718,1
18.563350785340315,955,1
19.13256484149856,694,1
21.10236220472441,508,1
18.357142857142858,350,1
14.804347826086957,184,1
24.664429530201343,149,1
14.50943396226415,106,1
18.456521739130434,46,1
18.08695652173913,23,1
88.11111111111111,9,1
17.333333333333332,6,[1 2]
9.0,8,1
33.65909090909091,44,1
12.243243243243244,148,1
13.548856548856548,481,1
13.799749687108886,799,1
16.536708860759493,395,1
17.13215859030837,227,1
22.916058394160583,274,1
17.212903225806453,310,1
17.719723183391004,289,1
17.93050193050193,259,1
17.418181818181818,330,1
14.841940532081377,639,1
16.955439056356486,763,1
19.965376782077392,491,1
49.37105263157895,380,1
54.97959183673469,245,1
26.21256038647343,207,1
29.108974358974358,156,1
31.057142857142857,105,1
26.70769230769231,65,1
824.0980392156863,51,1
41.142857142857146,42,1
31.11111111111111,9,1
11.0,5,1
83.27777777777777,18,1
20.5,44,1
21.783783783783782,74,1
24.755555555555556,135,1
24.59722222222222,216,1
27.455696202531644,316,1
24.672634271099746,391,1
29.21875,448,1
47.277522935779814,436,1
37.69367088607595,395,1
32.213235294117645,272,1
53.57692307692308,286,1
26.62012987012987,308,1
27.339805825242717,412,1
70.94362017804154,337,1
26.703703703703702,216,1
23.247524752475247,202,1
18.41269841269841,126,1
22.102803738317757,107,1
22.367088607594937,79,1
37.73913043478261,46,1
16.689655172413794,29,1
236.44444444444446,9,2
12.222222222222221,9,1
2218.6363636363635,11,1
14.772727272727273,22,1
25.508474576271187,59,1
20.571428571428573,147,1
34.298850574712645,174,1
24.737762237762237,286,1
31.75314861460957,397,1
