dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1532365200,2018-07-23 17:00:00 +0000 UTC,4975802,,,,296.79,295.15,300.15,1024,,,78,4,120,0.3,,,,,,,,90,701,Mist,mist,50d
1532368800,2018-07-23 18:00:00 +0000 UTC,4975802,,,,297.65,295.15,300.15,1025,,,88,5,170,,,,,,,,,90,701,Mist,mist,50d
1532372400,2018-07-23 19:00:00 +0000 UTC,4975802,,,,298.51,297.15,299.15,1025,,,83,5,170,,,,,,,,,90,804,Clouds,overcast clouds,04d
1532376000,2018-07-23 20:00:00 +0000 UTC,4975802,,,,299.13,298.15,300.15,1025,,,78,5,170,,,,,,,,,40,802,Clouds,scattered clouds,03d
1532379600,2018-07-23 21:00:00 +0000 UTC,4975802,,,,298.46,297.15,300.15,1023,,,78,5,130,0.3,,,,,,,,75,500,Rain,light rain,10d
1532379600,2018-07-23 21:00:00 +0000 UTC,4975802,,,,298.46,297.15,300.15,1023,,,78,5,130,0.3,,,,,,,,75,701,Mist,mist,50d
1532383200,2018-07-23 22:00:00 +0000 UTC,4975802,,,,298.33,296.15,300.15,1023,,,78,3,140,,,,,,,,,1,800,Clear,sky is clear,01d
1532386800,2018-07-23 23:00:00 +0000 UTC,4975802,,,,297.8,296.15,299.15,1024,,,83,2,150,,,,,,,,,1,800,Clear,sky is clear,01d
1532390400,2018-07-24 00:00:00 +0000 UTC,4975802,,,,296.68,295.15,298.15,1026,,,94,3,140,,,,,,,,,90,804,Clouds,overcast clouds,04d
1532394000,2018-07-24 01:00:00 +0000 UTC,4975802,,,,295.64,295.15,296.15,1025,,,94,3,140,,,,,,,,,1,701,Mist,mist,50n
1532397600,2018-07-24 02:00:00 +0000 UTC,4975802,,,,295.15,295.15,295.15,1026,,,100,2,160,,,,,,,,,1,701,Mist,mist,50n
1532401200,2018-07-24 03:00:00 +0000 UTC,4975802,,,,294.47,294.15,295.15,1026,,,94,2,160,,,,,,,,,75,701,Mist,mist,50n
1532404800,2018-07-24 04:00:00 +0000 UTC,4975802,,,,294.15,294.15,294.15,1026,,,100,4,179,,,,,,,,,90,701,Mist,mist,50n
1532408400,2018-07-24 05:00:00 +0000 UTC,4975802,,,,294.57,294.15,295.15,1027,,,100,2,180,,,,,,,,,90,701,Mist,mist,50n
1532412000,2018-07-24 06:00:00 +0000 UTC,4975802,,,,294.35,294.15,295.15,1026,,,100,3,184,,,,,,,,,90,701,Mist,mist,50n
1532415600,2018-07-24 07:00:00 +0000 UTC,4975802,,,,294.34,293.15,295.15,1026,,,100,3,150,0.3,,,,,,,,90,701,Mist,mist,50n
1532415600,2018-07-24 07:00:00 +0000 UTC,4975802,,,,294.34,293.15,295.15,1026,,,100,3,150,0.3,,,,,,,,90,500,Rain,light rain,10n
1532419200,2018-07-24 08:00:00 +0000 UTC,4975802,,,,294.32,293.15,295.15,1026,,,100,2,170,0.3,,,,,,,,90,701,Mist,mist,50n
1532419200,2018-07-24 08:00:00 +0000 UTC,4975802,,,,294.32,293.15,295.15,1026,,,100,2,170,0.3,,,,,,,,90,500,Rain,light rain,10n
1532422800,2018-07-24 09:00:00 +0000 UTC,4975802,,,,294.01,292.15,295.15,1027,,,100,2,176,0.3,,,,,,,,90,701,Mist,mist,50n
1532422800,2018-07-24 09:00:00 +0000 UTC,4975802,,,,294.01,292.15,295.15,1027,,,100,2,176,0.3,,,,,,,,90,500,Rain,light rain,10n
1532426400,2018-07-24 10:00:00 +0000 UTC,4975802,,,,293.98,293.15,295.15,1027,,,100,2,180,0.3,,,,,,,,90,701,Mist,mist,50d
1532426400,2018-07-24 10:00:00 +0000 UTC,4975802,,,,293.98,293.15,295.15,1027,,,100,2,180,0.3,,,,,,,,90,500,Rain,light rain,10d
1532426400,2018-07-24 10:00:00 +0000 UTC,4975802,,,,293.98,293.15,295.15,1027,,,100,2,180,0.3,,,,,,,,90,741,Fog,fog,50d
1532430000,2018-07-24 11:00:00 +0000 UTC,4975802,,,,294.14,293.15,295.15,1027,,,100,2,160,,,,,,,,,90,701,Mist,mist,50d
1532430000,2018-07-24 11:00:00 +0000 UTC,4975802,,,,294.14,293.15,295.15,1027,,,100,2,160,,,,,,,,,90,741,Fog,fog,50d
1532433600,2018-07-24 12:00:00 +0000 UTC,4975802,,,,294.49,293.15,296.15,1027,,,100,3,160,0.3,,,,,,,,90,701,Mist,mist,50d
1532433600,2018-07-24 12:00:00 +0000 UTC,4975802,,,,294.49,293.15,296.15,1027,,,100,3,160,0.3,,,,,,,,90,500,Rain,light rain,10d
1532437200,2018-07-24 13:00:00 +0000 UTC,4975802,,,,294.82,293.15,296.15,1027,,,100,1,180,,,,,,,,,90,701,Mist,mist,50d
1532437200,2018-07-24 13:00:00 +0000 UTC,4975802,,,,294.82,293.15,296.15,1027,,,100,1,180,,,,,,,,,90,741,Fog,fog,50d
1532440800,2018-07-24 14:00:00 +0000 UTC,4975802,,,,296.18,293.15,298.15,1027,,,94,4,150,,,,,,,,,90,701,Mist,mist,50d
1532444400,2018-07-24 15:00:00 +0000 UTC,4975802,,,,297.53,294.15,300.15,1027,,,94,3,0,,,,,,,,,90,701,Mist,mist,50d
1532448000,2018-07-24 16:00:00 +0000 UTC,4975802,,,,297.86,294.15,300.15,1026,,,94,3,180,,,,,,,,,90,701,Mist,mist,50d
1532451600,2018-07-24 17:00:00 +0000 UTC,4975802,,,,298.68,295.15,302.15,1025,,,74,4,130,,,,,,,,,20,701,Mist,mist,50d
1532455200,2018-07-24 18:00:00 +0000 UTC,4975802,,,,298.83,296.15,302.15,1024,,,74,4,150,,,,,,,,,75,803,Clouds,broken clouds,04d
1532458800,2018-07-24 19:00:00 +0000 UTC,4975802,,,,299.15,295.15,304.15,1024,,,74,3,150,,,,,,,,,20,801,Clouds,few clouds,02d
1532462400,2018-07-24 20:00:00 +0000 UTC,4975802,,,,298.8,296.15,302.15,1023,,,74,5,150,,,,,,,,,20,801,Clouds,few clouds,02d
1532466000,2018-07-24 21:00:00 +0000 UTC,4975802,,,,298.83,296.15,302.15,1023,,,69,4,150,,,,,,,,,1,800,Clear,sky is clear,01d
1532469600,2018-07-24 22:00:00 +0000 UTC,4975802,,,,298.5,296.15,301.15,1023,,,83,4,150,,,,,,,,,75,803,Clouds,broken clouds,04d
1532473200,2018-07-24 23:00:00 +0000 UTC,4975802,,,,298.2,295.15,300.15,1023,,,88,5,160,,,,,,,,,75,803,Clouds,broken clouds,04d
1532476800,2018-07-25 00:00:00 +0000 UTC,4975802,,,,296.34,295.15,299.15,1023,,,94,4,190,0.9,,,,,,,,75,501,Rain,moderate rain,10d
1532476800,2018-07-25 00:00:00 +0000 UTC,4975802,,,,296.34,295.15,299.15,1023,,,94,4,190,0.9,,,,,,,,75,701,Mist,mist,50d
1532480400,2018-07-25 01:00:00 +0000 UTC,4975802,,,,295.67,294.15,297.15,1023,,,94,2,160,,,,,,,,,1,701,Mist,mist,50n
1532484000,2018-07-25 02:00:00 +0000 UTC,4975802,,,,295.3,294.15,296.15,1023,,,88,2,170,,,,,,,,,1,800,Clear,sky is clear,01n
1532487600,2018-07-25 03:00:00 +0000 UTC,4975802,,,,294.65,294.15,295.15,1023,,,94,3,180,,,,,,,,,75,701,Mist,mist,50n
1532491200,2018-07-25 04:00:00 +0000 UTC,4975802,,,,294.64,294.15,295.15,1023,,,94,2,170,,,,,,,,,20,801,Clouds,few clouds,02n
1532494800,2018-07-25 05:00:00 +0000 UTC,4975802,,,,294.48,294.15,295.15,1023,,,100,3,170,,,,,,,,,90,804,Clouds,overcast clouds,04n
1532498400,2018-07-25 06:00:00 +0000 UTC,4975802,,,,294.29,293.15,295.15,1022,,,100,2,160,,,,,,,,,90,701,Mist,mist,50n
1532502000,2018-07-25 07:00:00 +0000 UTC,4975802,,,,294.5,293.15,295.15,1022,,,100,3,180,,,,,,,,,90,741,Fog,fog,50n
1532502000,2018-07-25 07:00:00 +0000 UTC,4975802,,,,294.5,293.15,295.15,1022,,,100,3,180,,,,,,,,,90,701,Mist,mist,50n
1532505600,2018-07-25 08:00:00 +0000 UTC,4975802,,,,294.49,293.15,295.15,1022,,,100,2,160,,,,,,,,,90,701,Mist,mist,50n
1532509200,2018-07-25 09:00:00 +0000 UTC,4975802,,,,294.96,294.15,295.15,1022,,,100,3,180,,,,,,,,,90,701,Mist,mist,50n
1532512800,2018-07-25 10:00:00 +0000 UTC,4975802,,,,294.95,294.15,295.15,1021,,,100,2,160,0.3,,,,,,,,90,701,Mist,mist,50d
1532512800,2018-07-25 10:00:00 +0000 UTC,4975802,,,,294.95,294.15,295.15,1021,,,100,2,160,0.3,,,,,,,,90,500,Rain,light rain,10d
1532516400,2018-07-25 11:00:00 +0000 UTC,4975802,,,,294.96,294.15,295.15,1021,,,100,2,0,,,,,,,,,90,741,Fog,fog,50d
1532520000,2018-07-25 12:00:00 +0000 UTC,4975802,,,,294.79,292.15,296.15,1021,,,100,3,190,,,,,,,,,90,701,Mist,mist,50d
1532520000,2018-07-25 12:00:00 +0000 UTC,4975802,,,,294.79,292.15,296.15,1021,,,100,3,190,,,,,,,,,90,741,Fog,fog,50d
1532523600,2018-07-25 13:00:00 +0000 UTC,4975802,,,,295.61,292.15,298.15,1021,,,100,3,180,,,,,,,,,90,701,Mist,mist,50d
1532523600,2018-07-25 13:00:00 +0000 UTC,4975802,,,,295.61,292.15,298.15,1021,,,100,3,180,,,,,,,,,90,741,Fog,fog,50d
1532527200,2018-07-25 14:00:00 +0000 UTC,4975802,,,,296.59,293.15,299.15,1020,,,83,3,160,,,,,,,,,75,701,Mist,mist,50d
1532530800,2018-07-25 15:00:00 +0000 UTC,4975802,,,,297.51,295.15,299.15,1021,,,100,2,0,0.3,,,,,,,,90,701,Mist,mist,50d
1532530800,2018-07-25 15:00:00 +0000 UTC,4975802,,,,297.51,295.15,299.15,1021,,,100,2,0,0.3,,,,,,,,90,500,Rain,light rain,10d
1532534400,2018-07-25 16:00:00 +0000 UTC,4975802,,,,298.02,294.15,301.15,1020,,,94,4,190,,,,,,,,,90,701,Mist,mist,50d
1532538000,2018-07-25 17:00:00 +0000 UTC,4975802,,,,298.29,295.15,301.15,1018,,,74,4,170,,,,,,,,,75,701,Mist,mist,50d
1532541600,2018-07-25 18:00:00 +0000 UTC,4975802,,,,299.13,295.15,302.15,1017,,,74,5,160,,,,,,,,,75,701,Mist,mist,50d
1532545200,2018-07-25 19:00:00 +0000 UTC,4975802,,,,299.02,296.15,301.15,1018,,,78,6,170,,,,,,,,,40,802,Clouds,scattered clouds,03d
1532548800,2018-07-25 20:00:00 +0000 UTC,4975802,,,,298.86,297.15,301.15,1016,,,78,5,160,,,,,,,,,75,803,Clouds,broken clouds,04d
1532552400,2018-07-25 21:00:00 +0000 UTC,4975802,,,,298.3,296.15,300.15,1016,,,78,6,160,0.3,,,,,,,,75,500,Rain,light rain,10d
1532556000,2018-07-25 22:00:00 +0000 UTC,4975802,,,,297.81,296.15,299.15,1016,,,88,5,170,,,,,,,,,75,803,Clouds,broken clouds,04d
1532559600,2018-07-25 23:00:00 +0000 UTC,4975802,,,,297.31,296.15,298.15,1015,,,88,2,160,,,,,,,,,90,804,Clouds,overcast clouds,04d
1532563200,2018-07-26 00:00:00 +0000 UTC,4975802,,,,296.49,295.15,297.15,1015,,,94,3,170,,,,,,,,,1,800,Clear,sky is clear,01d
1532566800,2018-07-26 01:00:00 +0000 UTC,4975802,,,,296.16,295.15,297.15,1015,,,94,2,150,,,,,,,,,90,804,Clouds,overcast clouds,04n
1532570400,2018-07-26 02:00:00 +0000 UTC,4975802,,,,295.62,294.15,297.15,1015,,,94,2,150,0.3,,,,,,,,90,500,Rain,light rain,10n
1532574000,2018-07-26 03:00:00 +0000 UTC,4975802,,,,295.3,294.15,296.15,1015,,,94,4,160,0.3,,,,,,,,90,500,Rain,light rain,10n
1532574000,2018-07-26 03:00:00 +0000 UTC,4975802,,,,295.3,294.15,296.15,1015,,,94,4,160,0.3,,,,,,,,90,701,Mist,mist,50n
1532577600,2018-07-26 04:00:00 +0000 UTC,4975802,,,,295.16,294.15,296.15,1014,,,100,2,150,0.3,,,,,,,,75,500,Rain,light rain,10n
1532581200,2018-07-26 05:00:00 +0000 UTC,4975802,,,,295.15,295.15,295.15,1013,,,100,2,170,0.3,,,,,,,,90,500,Rain,light rain,10n
1532584800,2018-07-26 06:00:00 +0000 UTC,4975802,,,,294.83,294.15,295.15,1013,,,100,4,190,3,,,,,,,,90,502,Rain,heavy intensity rain,10n
1532584800,2018-07-26 06:00:00 +0000 UTC,4975802,,,,294.83,294.15,295.15,1013,,,100,4,190,3,,,,,,,,90,701,Mist,mist,50n
1532588400,2018-07-26 07:00:00 +0000 UTC,4975802,,,,294.82,294.15,295.15,1012,,,100,3,160,0.3,,,,,,,,90,500,Rain,light rain,10n
1532588400,2018-07-26 07:00:00 +0000 UTC,4975802,,,,294.82,294.15,295.15,1012,,,100,3,160,0.3,,,,,,,,90,701,Mist,mist,50n
1532592000,2018-07-26 08:00:00 +0000 UTC,4975802,,,,294.65,294.15,295.15,1011,,,100,2,150,0.3,,,,,,,,90,500,Rain,light rain,10n
1532595600,2018-07-26 09:00:00 +0000 UTC,4975802,,,,294.5,294.15,295.15,1012,,,100,5,180,0.9,,,,,,,,90,501,Rain,moderate rain,10n
1532595600,2018-07-26 09:00:00 +0000 UTC,4975802,,,,294.5,294.15,295.15,1012,,,100,5,180,0.9,,,,,,,,90,701,Mist,mist,50n
1532599200,2018-07-26 10:00:00 +0000 UTC,4975802,,,,294.48,294.15,295.15,1010,,,100,2,0,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1532599200,2018-07-26 10:00:00 +0000 UTC,4975802,,,,294.48,294.15,295.15,1010,,,100,2,0,0.9,,,,,,,,90,701,Mist,mist,50d
1532602800,2018-07-26 11:00:00 +0000 UTC,4975802,,,,294.48,294.15,295.15,1010,,,100,6,170,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1532602800,2018-07-26 11:00:00 +0000 UTC,4975802,,,,294.48,294.15,295.15,1010,,,100,6,170,0.9,,,,,,,,90,701,Mist,mist,50d
1532606400,2018-07-26 12:00:00 +0000 UTC,4975802,,,,294.48,294.15,295.15,1010,,,100,2,0,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1532606400,2018-07-26 12:00:00 +0000 UTC,4975802,,,,294.48,294.15,295.15,1010,,,100,2,0,0.9,,,,,,,,90,701,Mist,mist,50d
1532610000,2018-07-26 13:00:00 +0000 UTC,4975802,,,,294.65,294.15,296.15,1010,,,100,4,200,0.3,,,,,,,,90,500,Rain,light rain,10d
1532610000,2018-07-26 13:00:00 +0000 UTC,4975802,,,,294.65,294.15,296.15,1010,,,100,4,200,0.3,,,,,,,,90,701,Mist,mist,50d
1532613600,2018-07-26 14:00:00 +0000 UTC,4975802,,,,295.47,294.15,298.15,1009,,,100,3,190,0.3,,,,,,,,90,500,Rain,light rain,10d
1532613600,2018-07-26 14:00:00 +0000 UTC,4975802,,,,295.47,294.15,298.15,1009,,,100,3,190,0.3,,,,,,,,90,701,Mist,mist,50d
1532617200,2018-07-26 15:00:00 +0000 UTC,4975802,,,,296.93,294.15,300.15,1010,,,94,4,180,0.3,,,,,,,,90,500,Rain,light rain,10d
1532617200,2018-07-26 15:00:00 +0000 UTC,4975802,,,,296.93,294.15,300.15,1010,,,94,4,180,0.3,,,,,,,,90,701,Mist,mist,50d
1532620800,2018-07-26 16:00:00 +0000 UTC,4975802,,,,298.12,295.15,300.15,1010,,,88,4,190,,,,,,,,,75,803,Clouds,broken clouds,04d
1532624400,2018-07-26 17:00:00 +0000 UTC,4975802,,,,298.62,295.15,300.15,1009,,,83,4,170,,,,,,,,,90,804,Clouds,overcast clouds,04d
1532628000,2018-07-26 18:00:00 +0000 UTC,4975802,,,,298.01,296.15,300.15,1009,,,94,2,200,0.3,,,,,,,,75,500,Rain,light rain,10d
1532631600,2018-07-26 19:00:00 +0000 UTC,4975802,,,,297.49,296.15,298.15,1009,,,83,5,170,3,,,,,,,,90,211,Thunderstorm,proximity thunderstorm,11d
1532631600,2018-07-26 19:00:00 +0000 UTC,4975802,,,,297.49,296.15,298.15,1009,,,83,5,170,3,,,,,,,,90,502,Rain,heavy intensity rain,10d
1532635200,2018-07-26 20:00:00 +0000 UTC,4975802,,,,297,296.15,298.15,1009,,,94,4,190,3,,,,,,,,75,211,Thunderstorm,proximity thunderstorm,11d
1532635200,2018-07-26 20:00:00 +0000 UTC,4975802,,,,297,296.15,298.15,1009,,,94,4,190,3,,,,,,,,75,502,Rain,heavy intensity rain,10d
1532635200,2018-07-26 20:00:00 +0000 UTC,4975802,,,,297,296.15,298.15,1009,,,94,4,190,3,,,,,,,,75,701,Mist,mist,50d
1532638800,2018-07-26 21:00:00 +0000 UTC,4975802,,,,295.99,295.15,297.15,1010,,,94,1,200,0.3,,,,,,,,75,500,Rain,light rain,10d
1532638800,2018-07-26 21:00:00 +0000 UTC,4975802,,,,295.99,295.15,297.15,1010,,,94,1,200,0.3,,,,,,,,75,201,Thunderstorm,thunderstorm with rain,11d
1532642400,2018-07-26 22:00:00 +0000 UTC,4975802,,,,295.83,294.15,297.15,1010,,,94,2,180,0.9,,,,,,,,20,501,Rain,moderate rain,10d
1532642400,2018-07-26 22:00:00 +0000 UTC,4975802,,,,295.83,294.15,297.15,1010,,,94,2,180,0.9,,,,,,,,20,701,Mist,mist,50d
1532646000,2018-07-26 23:00:00 +0000 UTC,4975802,,,,296.47,295.15,298.15,1010,,,88,3,216,,,,,,,,,20,801,Clouds,few clouds,02d
1532649600,2018-07-27 00:00:00 +0000 UTC,4975802,,,,296.49,295.15,297.15,1011,,,100,1,160,,,,,,,,,75,803,Clouds,broken clouds,04d
1532653200,2018-07-27 01:00:00 +0000 UTC,4975802,,,,295.65,294.15,296.15,1012,,,94,3,216,,,,,,,,,1,800,Clear,sky is clear,01n
1532656800,2018-07-27 02:00:00 +0000 UTC,4975802,,,,295.15,295.15,295.15,1012,,,100,3,237,,,,,,,,,1,701,Mist,mist,50n
1532660400,2018-07-27 03:00:00 +0000 UTC,4975802,,,,294.65,293.15,295.15,1012,,,100,3,237,,,,,,,,,90,741,Fog,fog,50n
1532660400,2018-07-27 03:00:00 +0000 UTC,4975802,,,,294.65,293.15,295.15,1012,,,100,3,237,,,,,,,,,90,701,Mist,mist,50n
1532664000,2018-07-27 04:00:00 +0000 UTC,4975802,,,,294.13,293.15,295.15,1012,,,100,3,237,,,,,,,,,20,741,Fog,fog,50n
1532664000,2018-07-27 04:00:00 +0000 UTC,4975802,,,,294.13,293.15,295.15,1012,,,100,3,237,,,,,,,,,20,701,Mist,mist,50n
1532667600,2018-07-27 05:00:00 +0000 UTC,4975802,,,,293.18,292.15,295.15,1012,,,100,3,245,,,,,,,,,40,741,Fog,fog,50n
1532671200,2018-07-27 06:00:00 +0000 UTC,4975802,,,,293.15,291.15,295.15,1012,,,100,3,245,,,,,,,,,75,701,Mist,mist,50n
1532671200,2018-07-27 06:00:00 +0000 UTC,4975802,,,,293.15,291.15,295.15,1012,,,100,3,245,,,,,,,,,75,741,Fog,fog,50n
1532674800,2018-07-27 07:00:00 +0000 UTC,4975802,,,,292.15,292.15,292.15,1013,,,100,2,230,,,,,,,,,40,741,Fog,fog,50n
1532678400,2018-07-27 08:00:00 +0000 UTC,4975802,,,,292.15,290.15,294.15,1013,,,100,1,230,0.3,,,,,,,,75,701,Mist,mist,50n
1532678400,2018-07-27 08:00:00 +0000 UTC,4975802,,,,292.15,290.15,294.15,1013,,,100,1,230,0.3,,,,,,,,75,500,Rain,light rain,10n
1532678400,2018-07-27 08:00:00 +0000 UTC,4975802,,,,292.15,290.15,294.15,1013,,,100,1,230,0.3,,,,,,,,75,741,Fog,fog,50n
1532682000,2018-07-27 09:00:00 +0000 UTC,4975802,,,,291.34,290.15,294.15,1013,,,100,1,230,,,,,,,,,1,701,Mist,mist,50n
1532682000,2018-07-27 09:00:00 +0000 UTC,4975802,,,,291.34,290.15,294.15,1013,,,100,1,230,,,,,,,,,1,741,Fog,fog,50n
1532685600,2018-07-27 10:00:00 +0000 UTC,4975802,,,,291.31,289.15,294.15,1014,,,93,1,230,,,,,,,,,20,701,Mist,mist,50d
1532685600,2018-07-27 10:00:00 +0000 UTC,4975802,,,,291.31,289.15,294.15,1014,,,93,1,230,,,,,,,,,20,741,Fog,fog,50d
1532689200,2018-07-27 11:00:00 +0000 UTC,4975802,,,,291.58,289.15,294.15,1015,,,100,1,204,,,,,,,,,90,701,Mist,mist,50d
1532689200,2018-07-27 11:00:00 +0000 UTC,4975802,,,,291.58,289.15,294.15,1015,,,100,1,204,,,,,,,,,90,741,Fog,fog,50d
1532692800,2018-07-27 12:00:00 +0000 UTC,4975802,,,,293.12,292.15,295.15,1015,,,83,1,204,,,,,,,,,1,701,Mist,mist,50d
1532696400,2018-07-27 13:00:00 +0000 UTC,4975802,,,,295.11,293.15,297.15,1015,,,88,1,204,,,,,,,,,1,701,Mist,mist,50d
1532700000,2018-07-27 14:00:00 +0000 UTC,4975802,,,,297.28,296.15,300.15,1015,,,78,2,170,,,,,,,,,1,800,Clear,sky is clear,01d
1532703600,2018-07-27 15:00:00 +0000 UTC,4975802,,,,298.81,297.15,301.15,1016,,,88,2,160,,,,,,,,,20,801,Clouds,few clouds,02d
1532707200,2018-07-27 16:00:00 +0000 UTC,4975802,,,,300.09,297.15,303.15,1015,,,66,2,160,,,,,,,,,1,800,Clear,sky is clear,01d
1532710800,2018-07-27 17:00:00 +0000 UTC,4975802,,,,301.63,299.15,304.15,1015,,,58,2,240,,,,,,,,,20,801,Clouds,few clouds,02d
1532714400,2018-07-27 18:00:00 +0000 UTC,4975802,,,,301.96,299.15,305.15,1014,,,55,1,0,,,,,,,,,75,803,Clouds,broken clouds,04d
1532718000,2018-07-27 19:00:00 +0000 UTC,4975802,,,,302.13,299.15,305.15,1014,,,55,2,0,,,,,,,,,20,801,Clouds,few clouds,02d
1532721600,2018-07-27 20:00:00 +0000 UTC,4975802,,,,302.12,300.15,304.15,1014,,,62,3,160,,,,,,,,,75,721,Haze,haze,50d
1532725200,2018-07-27 21:00:00 +0000 UTC,4975802,,,,299.64,296.15,303.15,1013,,,74,7,170,,,,,,,,,20,211,Thunderstorm,proximity thunderstorm,11d
1532728800,2018-07-27 22:00:00 +0000 UTC,4975802,,,,298.99,295.15,302.15,1014,,,83,6,180,,,,,,,,,40,211,Thunderstorm,proximity thunderstorm,11d
1532732400,2018-07-27 23:00:00 +0000 UTC,4975802,,,,296.78,295.15,299.15,1016,,,94,1,140,,,,,,,,,90,201,Thunderstorm,thunderstorm with rain,11d
1532732400,2018-07-27 23:00:00 +0000 UTC,4975802,,,,296.78,295.15,299.15,1016,,,94,1,140,,,,,,,,,90,701,Mist,mist,50d
1532736000,2018-07-28 00:00:00 +0000 UTC,4975802,,,,296.49,294.15,299.15,1016,,,73,2,30,0.3,,,,,,,,90,211,Thunderstorm,proximity thunderstorm,11d
1532736000,2018-07-28 00:00:00 +0000 UTC,4975802,,,,296.49,294.15,299.15,1016,,,73,2,30,0.3,,,,,,,,90,500,Rain,light rain,10d
1532739600,2018-07-28 01:00:00 +0000 UTC,4975802,,,,295.33,293.15,298.15,1016,,,94,1,0,3,,,,,,,,40,502,Rain,heavy intensity rain,10n
1532739600,2018-07-28 01:00:00 +0000 UTC,4975802,,,,295.33,293.15,298.15,1016,,,94,1,0,3,,,,,,,,40,701,Mist,mist,50n
1532739600,2018-07-28 01:00:00 +0000 UTC,4975802,,,,295.33,293.15,298.15,1016,,,94,1,0,3,,,,,,,,40,211,Thunderstorm,proximity thunderstorm,11n
1532743200,2018-07-28 02:00:00 +0000 UTC,4975802,,,,294.3,293.15,295.15,1017,,,94,2,170,0.3,,,,,,,,90,500,Rain,light rain,10n
1532743200,2018-07-28 02:00:00 +0000 UTC,4975802,,,,294.3,293.15,295.15,1017,,,94,2,170,0.3,,,,,,,,90,701,Mist,mist,50n
1532746800,2018-07-28 03:00:00 +0000 UTC,4975802,,,,294.55,294.15,295.15,1017,,,100,2,179,0.3,,,,,,,,40,500,Rain,light rain,10n
1532746800,2018-07-28 03:00:00 +0000 UTC,4975802,,,,294.55,294.15,295.15,1017,,,100,2,179,0.3,,,,,,,,40,701,Mist,mist,50n
1532750400,2018-07-28 04:00:00 +0000 UTC,4975802,,,,294.15,294.15,294.15,1016,,,100,2,179,0.3,,,,,,,,40,500,Rain,light rain,10n
1532754000,2018-07-28 05:00:00 +0000 UTC,4975802,,,,294.15,294.15,294.15,1016,,,100,2,244,0.3,,,,,,,,90,500,Rain,light rain,10n
1532754000,2018-07-28 05:00:00 +0000 UTC,4975802,,,,294.15,294.15,294.15,1016,,,100,2,244,0.3,,,,,,,,90,701,Mist,mist,50n
1532757600,2018-07-28 06:00:00 +0000 UTC,4975802,,,,294.15,294.15,294.15,1015,,,100,2,244,0.3,,,,,,,,75,500,Rain,light rain,10n
1532757600,2018-07-28 06:00:00 +0000 UTC,4975802,,,,294.15,294.15,294.15,1015,,,100,2,244,0.3,,,,,,,,75,701,Mist,mist,50n
1532761200,2018-07-28 07:00:00 +0000 UTC,4975802,,,,293.49,293.15,294.15,1015,,,100,2,244,0.3,,,,,,,,75,701,Mist,mist,50n
1532761200,2018-07-28 07:00:00 +0000 UTC,4975802,,,,293.49,293.15,294.15,1015,,,100,2,244,0.3,,,,,,,,75,500,Rain,light rain,10n
1532764800,2018-07-28 08:00:00 +0000 UTC,4975802,,,,292.98,292.15,294.15,1015,,,100,2,190,0.3,,,,,,,,40,500,Rain,light rain,10n
1532764800,2018-07-28 08:00:00 +0000 UTC,4975802,,,,292.98,292.15,294.15,1015,,,100,2,190,0.3,,,,,,,,40,701,Mist,mist,50n
1532768400,2018-07-28 09:00:00 +0000 UTC,4975802,,,,292.65,292.15,293.15,1015,,,100,2,160,0.3,,,,,,,,75,701,Mist,mist,50n
1532768400,2018-07-28 09:00:00 +0000 UTC,4975802,,,,292.65,292.15,293.15,1015,,,100,2,160,0.3,,,,,,,,75,500,Rain,light rain,10n
1532772000,2018-07-28 10:00:00 +0000 UTC,4975802,,,,292.47,292.15,293.15,1015,,,100,1,232,,,,,,,,,1,701,Mist,mist,50d
1532775600,2018-07-28 11:00:00 +0000 UTC,4975802,,,,292.8,292.15,293.15,1016,,,100,1,320,,,,,,,,,80,701,Mist,mist,50d
1532779200,2018-07-28 12:00:00 +0000 UTC,4975802,,,,293.28,292.15,294.15,1016,,,94,1,320,0.3,,,,,,,,80,500,Rain,light rain,10d
1532782800,2018-07-28 13:00:00 +0000 UTC,4975802,,,,294.15,294.15,294.15,1016,,,94,1,0,,,,,,,,,75,803,Clouds,broken clouds,04d
1532786400,2018-07-28 14:00:00 +0000 UTC,4975802,,,,296.26,294.15,299.15,1016,,,78,1,300,,,,,,,,,20,801,Clouds,few clouds,02d
1532790000,2018-07-28 15:00:00 +0000 UTC,4975802,,,,298.46,297.15,300.15,1016,,,69,1,300,,,,,,,,,1,800,Clear,sky is clear,01d
1532793600,2018-07-28 16:00:00 +0000 UTC,4975802,,,,299.61,298.15,301.15,1016,,,65,1,0,,,,,,,,,20,801,Clouds,few clouds,02d
1532797200,2018-07-28 17:00:00 +0000 UTC,4975802,,,,300.47,299.15,302.15,1015,,,66,1,0,,,,,,,,,40,802,Clouds,scattered clouds,03d
1532800800,2018-07-28 18:00:00 +0000 UTC,4975802,,,,300.78,299.15,303.15,1015,,,62,0,153,,,,,,,,,75,803,Clouds,broken clouds,04d
