Average Trip Duration,Amount of Rides,Subscribers,Non Subscribers,Subscriber %,Non Subscriber %
24.06896551724138,29,8,21,28.0,72.0
29.6,15,2,13,13.0,87.0
16.4,5,2,3,40.0,60.0
43.333333333333336,6,1,5,17.0,83.0
4.4,5,3,2,60.0,40.0
19.0,10,8,2,80.0,20.0
33.22222222222222,18,6,12,33.0,67.0
15.884615384615385,26,16,10,62.0,38.0
25.130434782608695,46,19,27,41.0,59.0
24.370967741935484,62,26,36,42.0,58.0
24.01492537313433,67,24,43,36.0,64.0
32.274193548387096,62,17,45,27.0,73.0
22.16,75,31,44,41.0,59.0
25.6,80,22,58,28.0,72.0
22.705128205128204,78,18,60,23.0,77.0
24.73015873015873,63,21,42,33.0,67.0
31.608695652173914,92,31,61,34.0,66.0
17.54054054054054,37,14,23,38.0,62.0
40.43333333333333,30,7,23,23.0,77.0
20.766666666666666,30,12,18,40.0,60.0
15.035714285714286,28,5,23,18.0,82.0
15.607142857142858,28,8,20,29.0,71.0
23.35135135135135,37,12,25,32.0,68.0
14.777777777777779,27,6,21,22.0,78.0
16.857142857142858,21,12,9,57.0,43.0
9.125,8,3,5,38.0,62.0
13.0,2,1,1,50.0,50.0
124.66666666666667,3,2,1,67.0,33.0
5.5,2,0,2,0.0,100.0
4.6,10,3,7,30.0,70.0
26.214285714285715,14,5,9,36.0,64.0
25.875,16,5,11,31.0,69.0
17.03125,32,12,20,38.0,62.0
21.78787878787879,33,10,23,30.0,70.0
24.42105263157895,38,14,24,37.0,63.0
19.833333333333332,48,19,29,40.0,60.0
26.725806451612904,62,14,48,23.0,77.0
28.26984126984127,63,20,43,32.0,68.0
19.86111111111111,72,31,41,43.0,57.0
21.564102564102566,78,27,51,35.0,65.0
18.5,72,23,49,32.0,68.0
20.28125,64,22,42,34.0,66.0
12.674418604651162,43,13,30,30.0,70.0
32.925925925925924,27,7,20,26.0,74.0
25.27777777777778,18,8,10,44.0,56.0
22.08,25,15,10,60.0,40.0
18.764705882352942,17,5,12,29.0,71.0
30.416666666666668,12,4,8,33.0,67.0
90.66666666666667,3,2,1,67.0,33.0
27.0,4,1,3,25.0,75.0
47.0,2,0,2,0.0,100.0
5.0,1,1,0,100.0,0.0
12.714285714285714,14,9,5,64.0,36.0
14.133333333333333,15,7,8,47.0,53.0
14.173913043478262,46,24,22,52.0,48.0
11.631578947368421,76,37,39,49.0,51.0
13.405797101449275,69,40,29,58.0,42.0
20.13157894736842,38,16,22,42.0,58.0
16.93877551020408,49,23,26,47.0,53.0
18.633802816901408,71,33,38,46.0,54.0
17.28985507246377,69,27,42,39.0,61.0
19.545454545454547,44,26,18,59.0,41.0
20.092307692307692,65,29,36,45.0,55.0
16.567901234567902,81,42,39,52.0,48.0
16.1171875,128,59,69,46.0,54.0
13.333333333333334,84,43,41,51.0,49.0
21.473684210526315,38,16,22,42.0,58.0
14.560975609756097,41,21,20,51.0,49.0
14.941176470588236,34,17,17,50.0,50.0
17.5,16,12,4,75.0,25.0
16.071428571428573,14,7,7,50.0,50.0
15.333333333333334,6,4,2,67.0,33.0
9.25,4,1,3,25.0,75.0
32.2,5,2,3,40.0,60.0
8.5,2,1,1,50.0,50.0
7.333333333333333,6,2,4,33.0,67.0
9.666666666666666,12,8,4,67.0,33.0
9.952380952380953,21,11,10,52.0,48.0
13.0,57,27,30,47.0,53.0
12.22972972972973,74,40,34,54.0,46.0
21.96,50,24,26,48.0,52.0
20.377777777777776,45,22,23,49.0,51.0
19.120481927710845,83,42,41,51.0,49.0
31.0,71,34,37,48.0,52.0
16.70967741935484,62,33,29,53.0,47.0
29.676470588235293,68,26,42,38.0,62.0
16.49367088607595,79,28,51,35.0,65.0
17.5,80,32,48,40.0,60.0
14.444444444444445,117,58,59,50.0,50.0
15.438095238095238,105,51,54,49.0,51.0
17.980392156862745,51,21,30,41.0,59.0
13.886363636363637,44,29,15,66.0,34.0
29.487179487179485,39,16,23,41.0,59.0
15.5625,16,7,9,44.0,56.0
9.909090909090908,11,3,8,27.0,73.0
9.0,6,2,4,33.0,67.0
14.666666666666666,6,4,2,67.0,33.0
9.8,5,4,1,80.0,20.0
26.5,2,2,0,100.0,0.0
23.0,4,3,1,75.0,25.0
17.0,10,3,7,30.0,70.0
11.227272727272727,22,9,13,41.0,59.0
9.75,52,29,23,56.0,44.0
14.870588235294118,85,42,43,49.0,51.0
11.65,60,36,24,60.0,40.0
24.923076923076923,52,22,30,42.0,58.0
18.91780821917808,73,29,44,40.0,60.0
28.171717171717173,99,45,54,45.0,55.0
18.070422535211268,71,41,30,58.0,42.0
17.0,51,18,33,35.0,65.0
20.75,68,37,31,54.0,46.0
14.221153846153847,104,47,57,45.0,55.0
12.138211382113822,123,60,63,49.0,51.0
12.333333333333334,78,33,45,42.0,58.0
12.680851063829786,47,19,28,40.0,60.0
10.98076923076923,52,30,22,58.0,42.0
15.1,30,14,16,47.0,53.0
36.63636363636363,22,10,12,45.0,55.0
25.11111111111111,18,9,9,50.0,50.0
1.0,1,0,1,0.0,100.0
15.8,5,1,4,20.0,80.0
9.0,3,2,1,67.0,33.0
10.0,3,2,1,67.0,33.0
9.5,4,2,2,50.0,50.0
9.142857142857142,14,6,8,43.0,57.0
14.058823529411764,17,8,9,47.0,53.0
11.11111111111111,45,25,20,56.0,44.0
11.867647058823529,68,35,33,51.0,49.0
18.053333333333335,75,38,37,51.0,49.0
23.09433962264151,53,30,23,57.0,43.0
20.295081967213115,61,27,34,44.0,56.0
10.909090909090908,66,29,37,44.0,56.0
13.015625,64,37,27,58.0,42.0
33.14473684210526,76,37,39,49.0,51.0
15.903225806451612,62,29,33,47.0,53.0
15.870967741935484,93,51,42,55.0,45.0
17.78494623655914,93,34,59,37.0,63.0
16.25,92,50,42,54.0,46.0
20.666666666666668,60,28,32,47.0,53.0
12.527777777777779,36,20,16,56.0,44.0
19.0,44,28,16,64.0,36.0
16.0,21,7,14,33.0,67.0
11.9,20,8,12,40.0,60.0
13.76923076923077,13,9,4,69.0,31.0
10.333333333333334,9,6,3,67.0,33.0
3.0,1,1,0,100.0,0.0
48.0,2,2,0,100.0,0.0
12.333333333333334,3,2,1,67.0,33.0
19.90909090909091,11,8,3,73.0,27.0
13.8125,16,7,9,44.0,56.0
8.702702702702704,37,18,19,49.0,51.0
42.0,52,28,24,54.0,46.0
9.958333333333334,24,13,11,54.0,46.0
11.434782608695652,23,14,9,61.0,39.0
10.777777777777779,27,15,12,56.0,44.0
10.956521739130435,23,11,12,48.0,52.0
13.88888888888889,18,10,8,56.0,44.0
7.05,20,13,7,65.0,35.0
24.52173913043478,23,9,14,39.0,61.0
14.783783783783784,37,15,22,41.0,59.0
11.425531914893616,47,19,28,40.0,60.0
14.266666666666667,45,15,30,33.0,67.0
13.172413793103448,29,12,17,41.0,59.0
14.074074074074074,27,10,17,37.0,63.0
9.764705882352942,17,10,7,59.0,41.0
11.476190476190476,21,12,9,57.0,43.0
13.2,15,8,7,53.0,47.0
10.5,6,3,3,50.0,50.0
10.5,2,2,0,100.0,0.0
19.0,2,1,1,50.0,50.0
30.666666666666668,3,2,1,67.0,33.0
6.0,1,1,0,100.0,0.0
11.333333333333334,3,3,0,100.0,0.0
7.5,4,3,1,75.0,25.0
11.083333333333334,12,7,5,58.0,42.0
13.6,15,9,6,60.0,40.0
19.419354838709676,31,9,22,29.0,71.0
14.833333333333334,48,25,23,52.0,48.0
31.96969696969697,66,19,47,29.0,71.0
26.0,86,25,61,29.0,71.0
18.40277777777778,72,19,53,26.0,74.0
20.58974358974359,78,24,54,31.0,69.0
17.121951219512194,82,14,68,17.0,83.0
21.63235294117647,68,20,48,29.0,71.0
18.376470588235293,85,25,60,29.0,71.0
18.425,80,27,53,34.0,66.0
15.91891891891892,37,16,21,43.0,57.0
21.0,26,17,9,65.0,35.0
112.13513513513513,37,17,20,46.0,54.0
32.86206896551724,29,16,13,55.0,45.0
27.533333333333335,30,11,19,37.0,63.0
11.5,12,3,9,25.0,75.0
11.714285714285714,7,3,4,43.0,57.0
17.5,2,0,2,0.0,100.0
13.5,2,0,2,0.0,100.0
19.333333333333332,6,3,3,50.0,50.0
10.5,8,6,2,75.0,25.0
11.8125,16,9,7,56.0,44.0
43.15384615384615,26,11,15,42.0,58.0
18.571428571428573,28,13,15,46.0,54.0
22.115384615384617,26,9,17,35.0,65.0
16.434782608695652,23,10,13,43.0,57.0
37.40625,32,12,20,38.0,62.0
19.058823529411764,17,8,9,47.0,53.0
18.416666666666668,24,10,14,42.0,58.0
13.857142857142858,35,8,27,23.0,77.0
16.74074074074074,54,29,25,54.0,46.0
23.173076923076923,52,13,39,25.0,75.0
14.826086956521738,23,10,13,43.0,57.0
14.5,24,7,17,29.0,71.0
13.642857142857142,14,5,9,36.0,64.0
12.333333333333334,9,5,4,56.0,44.0
86.42857142857143,7,4,3,57.0,43.0
33.888888888888886,9,3,6,33.0,67.0
15.714285714285714,7,2,5,29.0,71.0
9.666666666666666,3,1,2,33.0,67.0
14.8,5,2,3,40.0,60.0
82.5,2,2,0,100.0,0.0
22.5,2,2,0,100.0,0.0
13.0,10,5,5,50.0,50.0
12.375,8,2,6,25.0,75.0
10.264705882352942,34,21,13,62.0,38.0
17.13953488372093,43,19,24,44.0,56.0
16.192307692307693,26,15,11,58.0,42.0
32.68,25,13,12,52.0,48.0
21.75862068965517,29,10,19,34.0,66.0
12.121212121212121,33,14,19,42.0,58.0
34.46938775510204,49,25,24,51.0,49.0
15.026315789473685,38,13,25,34.0,66.0
20.393939393939394,33,17,16,52.0,48.0
14.685185185185185,54,30,24,56.0,44.0
29.295081967213115,61,36,25,59.0,41.0
15.4,65,29,36,45.0,55.0
14.129032258064516,31,8,23,26.0,74.0
34.32258064516129,31,13,18,42.0,58.0
11.083333333333334,24,13,11,54.0,46.0
10.714285714285714,14,7,7,50.0,50.0
9.7,10,3,7,30.0,70.0
16.75,12,5,7,42.0,58.0
11.666666666666666,6,4,2,67.0,33.0
15.0,2,1,1,50.0,50.0
11.5,2,1,1,50.0,50.0
9.666666666666666,3,1,2,33.0,67.0
10.166666666666666,6,4,2,67.0,33.0
14.095238095238095,21,6,15,29.0,71.0
13.31578947368421,38,19,19,50.0,50.0
13.085714285714285,70,33,37,47.0,53.0
12.962264150943396,53,30,23,57.0,43.0
16.73076923076923,26,13,13,50.0,50.0
14.0,46,25,21,54.0,46.0
18.671232876712327,73,36,37,49.0,51.0
14.409090909090908,66,34,32,52.0,48.0
22.574074074074073,54,28,26,52.0,48.0
32.50769230769231,65,37,28,57.0,43.0
18.357894736842105,95,54,41,57.0,43.0
14.5,102,42,60,41.0,59.0
17.044444444444444,90,51,39,57.0,43.0
15.733333333333333,30,7,23,23.0,77.0
12.375,40,29,11,72.0,28.0
8.933333333333334,30,19,11,63.0,37.0
13.105263157894736,19,8,11,42.0,58.0
18.5625,16,8,8,50.0,50.0
10.6,10,7,3,70.0,30.0
30.75,4,1,3,25.0,75.0
4.0,2,1,1,50.0,50.0
12.090909090909092,11,5,6,45.0,55.0
10.333333333333334,21,6,15,29.0,71.0
10.871794871794872,39,20,19,51.0,49.0
14.03076923076923,65,34,31,52.0,48.0
20.327272727272728,55,32,23,58.0,42.0
14.485714285714286,35,22,13,63.0,37.0
21.727272727272727,55,35,20,64.0,36.0
14.323529411764707,68,38,30,56.0,44.0
23.75409836065574,61,27,34,44.0,56.0
20.24,50,21,29,42.0,58.0
26.154929577464788,71,29,42,41.0,59.0
17.797619047619047,84,49,35,58.0,42.0
14.00943396226415,106,49,57,46.0,54.0
15.376344086021506,93,48,45,52.0,48.0
17.651162790697676,43,23,20,53.0,47.0
12.21951219512195,41,20,21,49.0,51.0
11.229166666666666,48,23,25,48.0,52.0
21.88888888888889,18,9,9,50.0,50.0
16.785714285714285,14,5,9,36.0,64.0
12.9,10,2,8,20.0,80.0
16.666666666666668,6,2,4,33.0,67.0
25.0,3,1,2,33.0,67.0
56.0,1,1,0,100.0,0.0
250.0,3,2,1,67.0,33.0
8.0,9,4,5,44.0,56.0
12.38888888888889,18,9,9,50.0,50.0
14.882352941176471,51,24,27,47.0,53.0
11.285714285714286,70,34,36,49.0,51.0
15.818181818181818,66,42,24,64.0,36.0
23.70731707317073,41,20,21,49.0,51.0
15.232142857142858,56,22,34,39.0,61.0
21.323076923076922,65,22,43,34.0,66.0
24.428571428571427,77,36,41,47.0,53.0
20.238805970149254,67,35,32,52.0,48.0
18.850574712643677,87,34,53,39.0,61.0
17.055555555555557,90,39,51,43.0,57.0
27.25563909774436,133,48,85,36.0,64.0
20.5,94,33,61,35.0,65.0
20.232558139534884,43,18,25,42.0,58.0
14.2,40,16,24,40.0,60.0
14.538461538461538,39,10,29,26.0,74.0
18.5,22,8,14,36.0,64.0
12.869565217391305,23,12,11,52.0,48.0
16.727272727272727,11,5,6,45.0,55.0
14.333333333333334,9,3,6,33.0,67.0
21.5,6,3,3,50.0,50.0
8.0,1,0,1,0.0,100.0
12.0,2,0,2,0.0,100.0
9.714285714285714,7,6,1,86.0,14.0
9.615384615384615,13,5,8,38.0,62.0
13.85,40,17,23,42.0,57.0
15.024691358024691,81,38,43,47.0,53.0
13.782608695652174,46,19,27,41.0,59.0
22.244444444444444,45,23,22,51.0,49.0
18.70967741935484,62,23,39,37.0,63.0
18.046153846153846,65,22,43,34.0,66.0
17.89189189189189,74,21,53,28.0,72.0
48.975,80,29,51,36.0,64.0
22.58695652173913,92,34,58,37.0,63.0
22.388489208633093,139,47,92,34.0,66.0
19.1937984496124,129,61,68,47.0,53.0
25.8989898989899,99,52,47,53.0,47.0
19.473684210526315,57,26,31,46.0,54.0
26.375,32,10,22,31.0,69.0
23.254545454545454,55,16,39,29.0,71.0
15.18867924528302,53,28,25,53.0,47.0
27.34375,32,15,17,47.0,53.0
27.79310344827586,29,12,17,41.0,59.0
15.642857142857142,14,6,8,43.0,57.0
104.53846153846153,13,5,8,38.0,62.0
76.0,1,1,0,100.0,0.0
16.0,5,2,3,40.0,60.0
17.285714285714285,7,1,6,14.0,86.0
8.4,15,8,7,53.0,47.0
15.5,14,6,8,43.0,57.0
25.372549019607842,51,17,34,33.0,67.0
22.215686274509803,51,15,36,29.0,71.0
19.53731343283582,67,27,40,40.0,60.0
73.32,75,27,48,36.0,64.0
29.951219512195124,82,28,54,34.0,66.0
28.454545454545453,88,26,62,30.0,70.0
45.027522935779814,109,36,73,33.0,67.0
22.082474226804123,97,29,68,30.0,70.0
33.48421052631579,95,32,63,34.0,66.0
14.56,75,31,44,41.0,59.0
16.347826086956523,46,15,31,33.0,67.0
28.274509803921568,51,14,37,27.0,73.0
25.085714285714285,35,7,28,20.0,80.0
26.575757575757574,33,5,28,15.0,85.0
25.916666666666668,24,8,16,33.0,67.0
10.73913043478261,23,9,14,39.0,61.0
10.1,10,6,4,60.0,40.0
70.07142857142857,14,11,3,79.0,21.0
3.0,3,2,1,67.0,33.0
35.333333333333336,3,1,2,33.0,67.0
23.0,1,0,1,0.0,100.0
17.083333333333332,12,4,8,33.0,67.0
13.083333333333334,12,6,6,50.0,50.0
16.956521739130434,23,8,15,35.0,65.0
22.73170731707317,41,15,26,37.0,63.0
21.404255319148938,47,17,30,36.0,64.0
21.029411764705884,68,20,48,29.0,71.0
28.07017543859649,57,18,39,32.0,68.0
25.860759493670887,79,30,49,38.0,62.0
26.67058823529412,85,26,59,31.0,69.0
20.571428571428573,84,32,52,38.0,62.0
29.839506172839506,81,25,56,31.0,69.0
19.294117647058822,85,22,63,26.0,74.0
21.139240506329113,79,28,51,35.0,65.0
25.414634146341463,41,19,22,46.0,54.0
16.366666666666667,30,19,11,63.0,37.0
75.33333333333333,33,11,22,33.0,67.0
14.736842105263158,19,5,14,26.0,74.0
12.473684210526315,19,12,7,63.0,37.0
20.5,6,2,4,33.0,67.0
16.833333333333332,6,4,2,67.0,33.0
16.5,2,1,1,50.0,50.0
13.0,1,0,1,0.0,100.0
7.0,2,1,1,50.0,50.0
8.875,8,6,2,75.0,25.0
25.833333333333332,18,8,10,44.0,56.0
13.44,50,25,25,50.0,50.0
17.47887323943662,71,35,36,49.0,51.0
14.604166666666666,48,16,32,33.0,67.0
13.236842105263158,38,22,16,58.0,42.0
16.24074074074074,54,34,20,63.0,37.0
16.152542372881356,59,29,30,49.0,51.0
12.342857142857143,70,36,34,51.0,49.0
18.17391304347826,46,24,22,52.0,48.0
20.098039215686274,51,25,26,49.0,51.0
18.21505376344086,93,47,46,51.0,49.0
14.580357142857142,112,59,53,53.0,47.0
13.317460317460318,63,26,37,41.0,59.0
18.62,50,30,20,60.0,40.0
28.976744186046513,43,27,16,63.0,37.0
20.025641025641026,39,20,19,51.0,49.0
83.78571428571429,28,15,13,54.0,46.0
24.166666666666668,12,5,7,42.0,58.0
15.571428571428571,7,6,1,86.0,14.0
19.4,5,2,3,40.0,60.0
5.0,1,1,0,100.0,0.0
14.0,2,2,0,100.0,0.0
104.5,4,3,1,75.0,25.0
13.583333333333334,12,6,6,50.0,50.0
12.166666666666666,12,4,8,33.0,67.0
11.745098039215685,51,25,26,49.0,51.0
35.883116883116884,77,43,34,56.0,44.0
33.94642857142857,56,28,28,50.0,50.0
18.625,48,24,24,50.0,50.0
18.01818181818182,55,24,31,44.0,56.0
15.25,56,22,34,39.0,61.0
20.855263157894736,76,32,44,42.0,58.0
27.046153846153846,65,23,42,35.0,65.0
16.83076923076923,65,33,32,51.0,49.0
17.910112359550563,89,39,50,44.0,56.0
14.621848739495798,119,48,71,40.0,60.0
15.916666666666666,72,35,37,49.0,51.0
13.604651162790697,43,20,23,47.0,53.0
15.090909090909092,33,20,13,61.0,39.0
13.382352941176471,34,18,16,53.0,47.0
12.75,12,6,6,50.0,50.0
15.2,15,12,3,80.0,20.0
10.3,10,4,6,40.0,60.0
22.5,4,2,2,50.0,50.0
15.0,1,0,1,0.0,100.0
12.0,5,3,2,60.0,40.0
8.6,5,2,3,40.0,60.0
10.75,8,2,6,25.0,75.0
9.476190476190476,21,8,13,38.0,62.0
9.12280701754386,57,31,26,54.0,46.0
12.285714285714286,70,43,27,61.0,39.0
13.016129032258064,62,35,27,56.0,44.0
17.738095238095237,42,21,21,50.0,50.0
9.088235294117647,34,18,16,53.0,47.0
18.93846153846154,65,38,27,58.0,42.0
13.253968253968255,63,34,29,54.0,46.0
58.65625,64,37,27,58.0,42.0
22.083333333333332,60,38,22,63.0,37.0
19.906976744186046,86,41,45,48.0,52.0
22.681818181818183,110,41,69,37.0,63.0
13.759036144578314,83,42,41,51.0,49.0
11.875,48,24,24,50.0,50.0
15.05,20,11,9,55.0,45.0
9.833333333333334,36,21,15,58.0,42.0
9.588235294117647,17,6,11,35.0,65.0
28.733333333333334,15,5,10,33.0,67.0
5.75,4,1,3,25.0,75.0
13.333333333333334,3,2,1,67.0,33.0
240.5,2,0,2,0.0,100.0
8.0,1,1,0,100.0,0.0
9.4,5,1,4,20.0,80.0
5.7272727272727275,11,4,7,36.0,64.0
13.428571428571429,21,8,13,38.0,62.0
11.163636363636364,55,30,25,55.0,45.0
13.714285714285714,70,37,33,53.0,47.0
14.45,60,36,24,60.0,40.0
15.204545454545455,44,22,22,50.0,50.0
20.318840579710145,69,31,38,45.0,55.0
18.86764705882353,68,29,39,43.0,57.0
22.395061728395063,81,36,45,44.0,56.0
21.576923076923077,52,27,25,52.0,48.0
15.157142857142857,70,34,36,49.0,51.0
17.681818181818183,88,47,41,53.0,47.0
14.194690265486726,113,41,72,36.0,64.0
32.474747474747474,99,36,63,36.0,64.0
14.625,40,26,14,65.0,35.0
20.352941176470587,34,14,20,41.0,59.0
11.75,36,13,23,36.0,64.0
25.65909090909091,44,20,24,45.0,55.0
24.214285714285715,14,5,9,36.0,64.0
12.6,10,6,4,60.0,40.0
9.5,6,2,4,33.0,67.0
10.0,2,1,1,50.0,50.0
73.5,2,1,1,50.0,50.0
6.666666666666667,3,2,1,67.0,33.0
40.1,10,5,5,50.0,50.0
38.333333333333336,18,7,11,39.0,61.0
36.264150943396224,53,28,25,53.0,47.0
15.211538461538462,52,26,26,50.0,50.0
18.316666666666666,60,27,33,45.0,55.0
18.807692307692307,26,12,14,46.0,54.0
31.254545454545454,55,22,33,40.0,60.0
18.24,50,14,36,28.0,72.0
19.01298701298701,77,26,51,34.0,66.0
27.36082474226804,97,28,69,29.0,71.0
24.171717171717173,99,35,64,35.0,65.0
18.8125,96,50,46,52.0,48.0
21.572916666666668,96,42,54,44.0,56.0
17.533333333333335,75,29,46,39.0,61.0
13.350877192982455,57,28,29,49.0,51.0
18.529411764705884,34,16,18,47.0,53.0
14.891304347826088,46,18,28,39.0,61.0
15.75,40,27,13,68.0,32.0
24.517241379310345,29,10,19,34.0,66.0
18.63157894736842,19,6,13,32.0,68.0
13.857142857142858,14,8,6,57.0,43.0
19.125,8,4,4,50.0,50.0
26.5,4,1,3,25.0,75.0
16.75,4,0,4,0.0,100.0
19.0,3,3,0,100.0,0.0
10.666666666666666,6,3,3,50.0,50.0
16.142857142857142,14,8,6,57.0,43.0
18.0,24,9,15,38.0,62.0
25.794117647058822,34,11,23,32.0,68.0
30.06779661016949,59,19,40,32.0,68.0
39.29113924050633,79,29,50,37.0,63.0
37.1123595505618,89,21,68,24.0,76.0
28.3125,96,29,67,30.0,70.0
34.87755102040816,98,34,64,35.0,65.0
26.988636363636363,88,24,64,27.0,73.0
24.117117117117118,111,30,81,27.0,73.0
23.395604395604394,91,23,68,25.0,75.0
31.1,80,27,53,34.0,66.0
17.8,40,15,25,38.0,62.0
21.970588235294116,34,16,18,47.0,53.0
21.43103448275862,58,19,39,33.0,67.0
24.333333333333332,48,13,35,27.0,73.0
16.36,25,10,15,40.0,60.0
23.842105263157894,19,4,15,21.0,79.0
32.0,12,1,11,8.0,92.0
11.363636363636363,11,5,6,45.0,55.0
26.5,2,1,1,50.0,50.0
14.0,1,1,0,100.0,0.0
13.75,4,2,2,50.0,50.0
7.1,10,3,7,30.0,70.0
30.363636363636363,11,6,5,55.0,45.0
26.0,16,7,9,44.0,56.0
15.692307692307692,26,6,20,23.0,77.0
22.382978723404257,47,13,34,28.0,72.0
17.229508196721312,61,19,42,31.0,69.0
23.56,75,23,52,31.0,69.0
47.84070796460177,113,26,87,23.0,77.0
30.677083333333332,96,30,66,31.0,69.0
25.93846153846154,65,26,39,40.0,60.0
35.02325581395349,86,37,49,43.0,57.0
18.692307692307693,91,31,60,34.0,66.0
29.93548387096774,62,14,48,23.0,77.0
15.466666666666667,30,8,22,27.0,73.0
48.10344827586207,29,4,25,14.0,86.0
23.235294117647058,34,11,23,32.0,68.0
21.65,20,6,14,30.0,70.0
15.0,5,2,3,40.0,60.0
12.857142857142858,7,3,4,43.0,57.0
8.333333333333334,3,1,2,33.0,67.0
53.0,2,2,0,100.0,0.0
9.0,1,0,1,0.0,100.0
9.0,1,1,0,100.0,0.0
9.666666666666666,6,5,1,83.0,17.0
9.6,15,3,12,20.0,80.0
13.066666666666666,45,23,22,51.0,49.0
12.19047619047619,63,31,32,49.0,51.0
16.18918918918919,37,19,18,51.0,49.0
15.323529411764707,34,17,17,50.0,50.0
17.6046511627907,43,21,22,49.0,51.0
21.041666666666668,72,31,41,43.0,57.0
16.419354838709676,62,23,39,37.0,63.0
24.62686567164179,67,28,39,42.0,58.0
23.16883116883117,77,30,47,39.0,61.0
16.568627450980394,102,48,54,47.0,53.0
21.28205128205128,117,44,73,38.0,62.0
13.644444444444444,90,44,46,49.0,51.0
21.121951219512194,41,22,19,54.0,46.0
9.64,25,15,10,60.0,40.0
11.91891891891892,37,18,19,49.0,51.0
12.904761904761905,21,13,8,62.0,38.0
10.0,10,3,7,30.0,70.0
41.5,6,2,4,33.0,67.0
409.6,5,1,4,20.0,80.0
12.2,5,1,4,20.0,80.0
9.666666666666666,9,5,4,56.0,44.0
12.666666666666666,15,6,9,40.0,60.0
11.959183673469388,49,23,26,47.0,53.0
10.788732394366198,71,31,40,44.0,56.0
36.31818181818182,66,36,30,55.0,45.0
16.5,30,17,13,57.0,43.0
12.8125,48,25,23,52.0,48.0
13.551020408163266,49,24,25,49.0,51.0
18.45,60,35,25,58.0,42.0
22.70909090909091,55,30,25,55.0,45.0
13.584615384615384,65,34,31,52.0,48.0
17.07070707070707,99,40,59,40.0,60.0
14.73913043478261,92,42,50,46.0,54.0
13.636363636363637,44,19,25,43.0,57.0
15.862068965517242,29,19,10,66.0,34.0
13.793103448275861,29,13,16,45.0,55.0
9.125,24,11,13,46.0,54.0
20.75,16,10,6,62.0,38.0
13.538461538461538,13,7,6,54.0,46.0
10.0,5,2,3,40.0,60.0
10.0,2,1,1,50.0,50.0
5.0,1,1,0,100.0,0.0
6.75,4,2,2,50.0,50.0
10.875,8,2,6,25.0,75.0
8.928571428571429,14,4,10,29.0,71.0
10.408163265306122,49,28,21,57.0,43.0
13.171875,64,38,26,59.0,41.0
11.705882352941176,51,25,26,49.0,51.0
16.90909090909091,33,23,10,70.0,30.0
16.30188679245283,53,22,31,42.0,58.0
14.125,56,22,34,39.0,61.0
15.10909090909091,55,28,27,51.0,49.0
13.64864864864865,37,14,23,38.0,62.0
27.857142857142858,63,40,23,63.0,37.0
26.228571428571428,70,42,28,60.0,40.0
26.912280701754387,114,51,63,45.0,55.0
14.310344827586206,58,27,31,47.0,53.0
19.40740740740741,27,16,11,59.0,41.0
15.5,38,14,24,37.0,63.0
12.3125,32,19,13,59.0,41.0
16.523809523809526,21,9,12,43.0,57.0
17.176470588235293,17,7,10,41.0,59.0
121.125,8,6,2,75.0,25.0
5.333333333333333,3,2,1,67.0,33.0
8.2,5,4,1,80.0,20.0
23.0,2,2,0,100.0,0.0
12.833333333333334,6,4,2,67.0,33.0
10.166666666666666,12,7,5,58.0,42.0
7.9,10,4,6,40.0,60.0
23.29787234042553,47,29,18,62.0,38.0
15.44927536231884,69,30,39,43.0,57.0
11.169491525423728,59,31,28,53.0,47.0
22.125,32,15,17,47.0,53.0
13.447368421052632,38,13,25,34.0,66.0
17.833333333333332,18,11,7,61.0,39.0
12.921052631578947,38,12,26,32.0,68.0
10.185185185185185,27,18,9,67.0,33.0
10.76,25,13,12,52.0,48.0
12.272727272727273,33,13,20,39.0,61.0
27.677966101694917,59,34,25,58.0,42.0
13.514285714285714,35,23,12,66.0,34.0
51.391304347826086,23,10,13,43.0,57.0
13.333333333333334,12,5,7,42.0,58.0
8.615384615384615,13,8,5,62.0,38.0
18.333333333333332,15,4,11,27.0,73.0
11.0,7,1,6,14.0,86.0
13.333333333333334,6,3,3,50.0,50.0
46.0,1,0,1,0.0,100.0
39.0,2,1,1,50.0,50.0
9.0,1,0,1,0.0,100.0
19.285714285714285,7,3,4,43.0,57.0
10.333333333333334,3,1,2,33.0,67.0
41.42857142857143,14,6,8,43.0,57.0
15.09375,32,18,14,56.0,44.0
17.67241379310345,58,23,35,40.0,60.0
12.53125,32,19,13,59.0,41.0
90.95652173913044,23,11,12,48.0,52.0
15.297297297297296,37,19,18,51.0,49.0
18.175,40,15,25,38.0,62.0
20.928571428571427,42,17,25,40.0,60.0
14.375,48,29,19,60.0,40.0
16.783333333333335,60,38,22,63.0,37.0
12.311475409836065,61,33,28,54.0,46.0
13.292307692307693,65,28,37,43.0,57.0
11.307692307692308,26,14,12,54.0,46.0
10.625,24,13,11,54.0,46.0
12.11111111111111,18,8,10,44.0,56.0
5.285714285714286,7,4,3,57.0,43.0
23.666666666666668,9,7,2,78.0,22.0
25.0,13,4,9,31.0,69.0
10.4,5,4,1,80.0,20.0
12.714285714285714,7,4,3,57.0,43.0
14.0,7,5,2,71.0,29.0
13.75,4,4,0,100.0,0.0
16.666666666666668,3,1,2,33.0,67.0
31.285714285714285,7,6,1,86.0,14.0
20.5,10,1,9,10.0,90.0
13.0,11,7,4,64.0,36.0
