Unnamed: 0,dt,dt_iso,city_id,temp,temp_min,temp_max,pressure,humidity,wind_speed,weather_main,weather_icon,avg_temp_f,weather_type,date,Average Trip Duration,Amount of Rides,Subscribers,Non Subscribers,Subscriber %,Non Subscriber %
8204,1539136800,2018-10-10 02:00:00 ,4975802,293.41,290.35,295.35,1021,100,1,Clear,01n,68.46800000000009,1,2018-10-10 ,18.21505376344086,93.0,47.0,46.0,51.0,49.0
8205,1539140400,2018-10-10 03:00:00 ,4975802,292.81,290.35,294.25,1019,90,3,Clear,01n,67.38800000000005,1,2018-10-10 ,14.580357142857142,112.0,59.0,53.0,53.0,47.0
8206,1539144000,2018-10-10 04:00:00 ,4975802,292.27,289.85,294.25,1019,92,3,Clear,01n,66.41600000000001,1,2018-10-10 ,13.317460317460318,63.0,26.0,37.0,41.0,59.0
8207,1539147600,2018-10-10 05:00:00 ,4975802,292.51,290.95,293.75,1020,100,4,Mist,50n,66.84800000000003,6,2018-10-10 ,18.62,50.0,30.0,20.0,60.0,40.0
8208,1539151200,2018-10-10 06:00:00 ,4975802,292.35,291.15,293.75,1019,100,1,Rain,10n,66.5600000000001,7,2018-10-10 ,28.976744186046513,43.0,27.0,16.0,63.0,37.0
8210,1539154800,2018-10-10 07:00:00 ,4975802,291.69,289.15,293.75,1017,100,3,Mist,50n,65.37200000000004,6,2018-10-10 ,20.025641025641026,39.0,20.0,19.0,51.0,49.0
8211,1539158400,2018-10-10 08:00:00 ,4975802,291.67,289.85,293.75,1018,100,3,Clear,01n,65.33600000000007,1,2018-10-10 ,83.78571428571429,28.0,15.0,13.0,54.0,46.0
8212,1539162000,2018-10-10 09:00:00 ,4975802,291.2,289.15,293.15,1017,100,1,Mist,50n,64.49000000000002,6,2018-10-10 ,24.16666666666667,12.0,5.0,7.0,42.0,58.0
8213,1539165600,2018-10-10 10:00:00 ,4975802,291.51,289.15,293.15,1016,100,3,Fog,50n,65.04800000000003,4,2018-10-10 ,15.571428571428573,7.0,6.0,1.0,86.0,14.0
8215,1539169200,2018-10-10 11:00:00 ,4975802,290.73,287.15,293.75,1017,96,4,Rain,10d,63.64400000000008,7,2018-10-10 ,19.4,5.0,2.0,3.0,40.0,60.0
8218,1539172800,2018-10-10 12:00:00 ,4975802,291.56,289.25,293.15,1017,93,2,Rain,10d,65.13800000000005,7,2018-10-10 ,5.0,1.0,1.0,0.0,100.0,0.0
8220,1539176400,2018-10-10 13:00:00 ,4975802,292.28,289.85,294.85,1018,84,1,Mist,50d,66.434,6,2018-10-10 ,14.0,2.0,2.0,0.0,100.0,0.0
8221,1539180000,2018-10-10 14:00:00 ,4975802,294.55,293.15,295.95,1018,81,2,Clear,01d,70.52000000000007,1,2018-10-10 ,104.5,4.0,3.0,1.0,75.0,25.0
8222,1539183600,2018-10-10 15:00:00 ,4975802,296.72,294.85,298.15,1017,71,2,Clear,01d,74.4260000000001,1,2018-10-10 ,13.583333333333336,12.0,6.0,6.0,50.0,50.0
8223,1539187200,2018-10-10 16:00:00 ,4975802,298.97,297.55,300.35,1016,64,2,Clear,01d,78.47600000000007,1,2018-10-10 ,12.166666666666664,12.0,4.0,8.0,33.0,67.0
8224,1539190800,2018-10-10 17:00:00 ,4975802,300.44,299.85,301.45,1014,56,4,Clear,01d,81.12200000000004,1,2018-10-10 ,11.745098039215687,51.0,25.0,26.0,49.0,51.0
8225,1539194400,2018-10-10 18:00:00 ,4975802,301.43,300.95,302.15,1014,54,3,Clouds,02d,82.90400000000005,2,2018-10-10 ,35.883116883116884,77.0,43.0,34.0,56.0,44.0
8226,1539198000,2018-10-10 19:00:00 ,4975802,301.38,300.95,302.05,1014,56,2,Clear,01d,82.81400000000005,1,2018-10-10 ,33.94642857142857,56.0,28.0,28.0,50.0,50.0
8227,1539201600,2018-10-10 20:00:00 ,4975802,301.37,300.95,302.05,1013,56,3,Clouds,02d,82.79600000000005,2,2018-10-10 ,18.625,48.0,24.0,24.0,50.0,50.0
8228,1539205200,2018-10-10 21:00:00 ,4975802,300.93,300.35,302.05,1013,60,1,Clouds,02d,82.00400000000005,2,2018-10-10 ,18.01818181818182,55.0,24.0,31.0,44.0,56.0
8229,1539208800,2018-10-10 22:00:00 ,4975802,299.65,297.55,300.95,1013,76,2,Clear,01d,79.7,1,2018-10-10 ,15.25,56.0,22.0,34.0,39.0,61.0
8230,1539212400,2018-10-10 23:00:00 ,4975802,297.47,296.45,299.25,1013,81,1,Clouds,04n,75.7760000000001,2,2018-10-10 ,20.855263157894736,76.0,32.0,44.0,42.0,58.0
8231,1539216000,2018-10-11 00:00:00 ,4975802,291.59,288.15,294.85,1014,100,6,Mist,50n,65.19200000000001,6,2018-10-11 ,27.04615384615385,65.0,23.0,42.0,35.0,65.0
8232,1539219600,2018-10-11 01:00:00 ,4975802,291.0,288.15,294.25,1013,90,1,Mist,50n,64.13000000000005,6,2018-10-11 ,16.83076923076923,65.0,33.0,32.0,51.0,49.0
8233,1539223200,2018-10-11 02:00:00 ,4975802,288.11,287.55,289.85,1015,93,4,Mist,50n,58.92800000000007,6,2018-10-11 ,17.910112359550567,89.0,39.0,50.0,44.0,56.0
8234,1539226800,2018-10-11 03:00:00 ,4975802,287.45,285.95,289.85,1015,100,5,Rain,10n,57.740000000000016,7,2018-10-11 ,14.621848739495798,119.0,48.0,71.0,40.0,60.0
8236,1539230400,2018-10-11 04:00:00 ,4975802,286.25,284.15,287.55,1015,100,4,Rain,10n,55.58000000000004,7,2018-10-11 ,15.916666666666664,72.0,35.0,37.0,49.0,51.0
8238,1539234000,2018-10-11 05:00:00 ,4975802,285.94,284.15,287.05,1015,100,5,Mist,50n,55.02200000000003,6,2018-10-11 ,13.604651162790693,43.0,20.0,23.0,47.0,53.0
8240,1539237600,2018-10-11 06:00:00 ,4975802,285.16,284.15,285.95,1015,100,5,Mist,50n,53.618000000000094,6,2018-10-11 ,15.090909090909092,33.0,20.0,13.0,61.0,39.0
8242,1539241200,2018-10-11 07:00:00 ,4975802,284.75,283.15,285.95,1014,100,5,Rain,10n,52.88000000000004,7,2018-10-11 ,13.382352941176471,34.0,18.0,16.0,53.0,47.0
8244,1539244800,2018-10-11 08:00:00 ,4975802,284.56,283.15,285.35,1014,96,3,Mist,50n,52.538000000000046,6,2018-10-11 ,12.75,12.0,6.0,6.0,50.0,50.0
8246,1539248400,2018-10-11 09:00:00 ,4975802,284.21,283.15,285.35,1013,100,3,Mist,50n,51.908,6,2018-10-11 ,15.2,15.0,12.0,3.0,80.0,20.0
8248,1539252000,2018-10-11 10:00:00 ,4975802,283.99,283.15,284.85,1013,100,3,Rain,10n,51.512000000000064,7,2018-10-11 ,10.3,10.0,4.0,6.0,40.0,60.0
8250,1539255600,2018-10-11 11:00:00 ,4975802,284.17,283.15,285.15,1012,93,3,Rain,10n,51.83600000000007,7,2018-10-11 ,22.5,4.0,2.0,2.0,50.0,50.0
8252,1539259200,2018-10-11 12:00:00 ,4975802,283.62,282.15,284.85,1013,100,4,Rain,10d,50.846000000000046,7,2018-10-11 ,15.0,1.0,0.0,1.0,0.0,100.0
8254,1539262800,2018-10-11 13:00:00 ,4975802,283.71,282.15,284.85,1011,100,2,Rain,10d,51.00800000000001,7,2018-10-11 ,12.0,5.0,3.0,2.0,60.0,40.0
8256,1539266400,2018-10-11 14:00:00 ,4975802,283.95,282.55,284.85,1011,96,3,Rain,10d,51.44000000000002,7,2018-10-11 ,8.6,5.0,2.0,3.0,40.0,60.0
8258,1539270000,2018-10-11 15:00:00 ,4975802,283.84,282.55,284.85,1011,100,3,Rain,10d,51.242,7,2018-10-11 ,10.75,8.0,2.0,6.0,25.0,75.0
8260,1539273600,2018-10-11 16:00:00 ,4975802,284.15,283.75,284.25,1009,100,3,Rain,10d,51.8,7,2018-10-11 ,9.476190476190476,21.0,8.0,13.0,38.0,62.0
8262,1539277200,2018-10-11 17:00:00 ,4975802,284.16,283.15,284.85,1008,100,4,Rain,10d,51.818000000000076,7,2018-10-11 ,9.12280701754386,57.0,31.0,26.0,54.0,46.0
8264,1539280800,2018-10-11 18:00:00 ,4975802,284.36,283.15,285.35,1007,96,2,Rain,10d,52.17800000000007,7,2018-10-11 ,12.285714285714285,70.0,43.0,27.0,61.0,39.0
8266,1539284400,2018-10-11 19:00:00 ,4975802,284.4,283.15,284.85,1007,93,3,Rain,10d,52.25,7,2018-10-11 ,13.016129032258064,62.0,35.0,27.0,56.0,44.0
8268,1539288000,2018-10-11 20:00:00 ,4975802,284.26,283.15,284.85,1006,96,2,Rain,10d,51.99800000000002,7,2018-10-11 ,17.738095238095234,42.0,21.0,21.0,50.0,50.0
8270,1539291600,2018-10-11 21:00:00 ,4975802,284.29,283.15,284.85,1005,96,2,Rain,10d,52.05200000000008,7,2018-10-11 ,9.088235294117649,34.0,18.0,16.0,53.0,47.0
8272,1539295200,2018-10-11 22:00:00 ,4975802,284.13,283.75,284.25,1004,96,4,Rain,10d,51.76400000000004,7,2018-10-11 ,18.93846153846154,65.0,38.0,27.0,58.0,42.0
8273,1539298800,2018-10-11 23:00:00 ,4975802,283.61,282.55,284.25,1004,100,2,Rain,10n,50.82800000000007,7,2018-10-11 ,13.253968253968255,63.0,34.0,29.0,54.0,46.0
8274,1539302400,2018-10-12 00:00:00 ,4975802,283.69,282.55,284.25,1002,100,2,Rain,10n,50.97200000000004,7,2018-10-12 ,58.65625,64.0,37.0,27.0,58.0,42.0
8275,1539306000,2018-10-12 01:00:00 ,4975802,283.32,282.55,284.25,1001,96,3,Clouds,04n,50.30600000000002,2,2018-10-12 ,22.08333333333333,60.0,38.0,22.0,63.0,37.0
8276,1539309600,2018-10-12 02:00:00 ,4975802,283.23,282.05,284.25,1002,100,1,Clouds,04n,50.14400000000008,2,2018-10-12 ,19.906976744186046,86.0,41.0,45.0,48.0,52.0
8277,1539313200,2018-10-12 03:00:00 ,4975802,283.3,282.05,284.25,1002,100,2,Clouds,04n,50.27000000000007,2,2018-10-12 ,22.681818181818183,110.0,41.0,69.0,37.0,63.0
8278,1539316800,2018-10-12 04:00:00 ,4975802,283.29,282.05,284.25,1002,96,3,Rain,10n,50.25200000000007,7,2018-10-12 ,13.759036144578314,83.0,42.0,41.0,51.0,49.0
8279,1539320400,2018-10-12 05:00:00 ,4975802,283.04,281.45,284.25,1001,100,1,Rain,10n,49.80200000000008,7,2018-10-12 ,11.875,48.0,24.0,24.0,50.0,50.0
8281,1539324000,2018-10-12 06:00:00 ,4975802,283.24,282.15,284.25,1001,93,3,Rain,10n,50.16200000000007,7,2018-10-12 ,15.05,20.0,11.0,9.0,55.0,45.0
8282,1539327600,2018-10-12 07:00:00 ,4975802,283.19,282.05,284.25,1000,92,1,Rain,10n,50.07200000000004,7,2018-10-12 ,9.833333333333334,36.0,21.0,15.0,58.0,42.0
8283,1539331200,2018-10-12 08:00:00 ,4975802,283.23,282.05,284.85,1000,93,2,Clouds,04n,50.14400000000008,2,2018-10-12 ,9.588235294117649,17.0,6.0,11.0,35.0,65.0
8284,1539334800,2018-10-12 09:00:00 ,4975802,283.08,282.05,284.25,1000,96,2,Clouds,04n,49.87400000000001,2,2018-10-12 ,28.73333333333333,15.0,5.0,10.0,33.0,67.0
8285,1539338400,2018-10-12 10:00:00 ,4975802,282.91,282.05,284.25,1002,93,2,Mist,50n,49.568000000000076,6,2018-10-12 ,5.75,4.0,1.0,3.0,25.0,75.0
8286,1539342000,2018-10-12 11:00:00 ,4975802,282.96,282.05,284.25,1000,92,4,Mist,50n,49.658,6,2018-10-12 ,13.333333333333336,3.0,2.0,1.0,67.0,33.0
8288,1539345600,2018-10-12 12:00:00 ,4975802,283.14,282.05,284.25,1000,93,2,Fog,50d,49.982000000000006,4,2018-10-12 ,240.5,2.0,0.0,2.0,0.0,100.0
8289,1539349200,2018-10-12 13:00:00 ,4975802,283.1,282.05,284.25,1000,100,1,Mist,50d,49.910000000000075,6,2018-10-12 ,8.0,1.0,1.0,0.0,100.0,0.0
8290,1539352800,2018-10-12 14:00:00 ,4975802,283.63,282.55,285.15,999,100,1,Mist,50d,50.864000000000026,6,2018-10-12 ,9.4,5.0,1.0,4.0,20.0,80.0
8291,1539356400,2018-10-12 15:00:00 ,4975802,284.35,283.15,285.35,1000,96,2,Clouds,04d,52.160000000000075,2,2018-10-12 ,5.727272727272728,11.0,4.0,7.0,36.0,64.0
8292,1539360000,2018-10-12 16:00:00 ,4975802,285.06,283.75,285.95,999,86,2,Clouds,04d,53.438000000000045,2,2018-10-12 ,13.428571428571427,21.0,8.0,13.0,38.0,62.0
8293,1539363600,2018-10-12 17:00:00 ,4975802,285.57,284.25,286.45,999,74,3,Clouds,04d,54.35600000000003,2,2018-10-12 ,11.163636363636362,55.0,30.0,25.0,55.0,45.0
8294,1539367200,2018-10-12 18:00:00 ,4975802,286.38,285.35,287.55,998,61,7,Clouds,02d,55.814000000000036,2,2018-10-12 ,13.714285714285715,70.0,37.0,33.0,53.0,47.0
8295,1539370800,2018-10-12 19:00:00 ,4975802,286.92,285.35,288.75,999,55,5,Clouds,04d,56.786000000000065,2,2018-10-12 ,14.45,60.0,36.0,24.0,60.0,40.0
8296,1539374400,2018-10-12 20:00:00 ,4975802,287.48,286.45,288.75,999,55,6,Clear,01d,57.794000000000075,1,2018-10-12 ,15.204545454545455,44.0,22.0,22.0,50.0,50.0
8297,1539378000,2018-10-12 21:00:00 ,4975802,287.12,286.45,288.15,1000,52,5,Clear,01d,57.14600000000005,1,2018-10-12 ,20.318840579710145,69.0,31.0,38.0,45.0,55.0
8298,1539381600,2018-10-12 22:00:00 ,4975802,286.0,284.85,286.45,1000,57,4,Clouds,04d,55.13000000000004,2,2018-10-12 ,18.86764705882353,68.0,29.0,39.0,43.0,57.0
8299,1539385200,2018-10-12 23:00:00 ,4975802,284.64,283.75,286.45,1002,60,2,Clear,01n,52.682000000000016,1,2018-10-12 ,22.395061728395067,81.0,36.0,45.0,44.0,56.0
8300,1539388800,2018-10-13 00:00:00 ,4975802,283.43,282.05,285.35,1003,65,2,Clear,01n,50.50400000000007,1,2018-10-13 ,21.57692307692308,52.0,27.0,25.0,52.0,48.0
8301,1539392400,2018-10-13 01:00:00 ,4975802,282.55,282.55,282.55,1004,63,2,Clear,01n,48.920000000000066,1,2018-10-13 ,15.157142857142857,70.0,34.0,36.0,49.0,51.0
8302,1539396000,2018-10-13 02:00:00 ,4975802,281.83,281.45,282.05,1005,68,1,Clear,01n,47.62400000000001,1,2018-10-13 ,17.681818181818183,88.0,47.0,41.0,53.0,47.0
8303,1539399600,2018-10-13 03:00:00 ,4975802,281.73,280.95,282.05,1006,70,2,Clear,01n,47.444000000000074,1,2018-10-13 ,14.194690265486724,113.0,41.0,72.0,36.0,64.0
8304,1539403200,2018-10-13 04:00:00 ,4975802,279.19,277.05,280.95,1006,82,2,Clouds,02n,42.872000000000035,2,2018-10-13 ,32.474747474747474,99.0,36.0,63.0,36.0,64.0
8305,1539406800,2018-10-13 05:00:00 ,4975802,278.33,275.95,281.45,1006,85,1,Clear,01n,41.32400000000001,1,2018-10-13 ,14.625,40.0,26.0,14.0,65.0,35.0
8306,1539410400,2018-10-13 06:00:00 ,4975802,277.05,275.35,279.85,1006,95,3,Clear,01n,39.02000000000006,1,2018-10-13 ,20.352941176470583,34.0,14.0,20.0,41.0,59.0
8307,1539414000,2018-10-13 07:00:00 ,4975802,276.83,275.35,279.25,1006,88,2,Clear,01n,38.62400000000001,1,2018-10-13 ,11.75,36.0,13.0,23.0,36.0,64.0
8308,1539417600,2018-10-13 08:00:00 ,4975802,276.32,273.75,279.85,1006,92,1,Clear,01n,37.70600000000003,1,2018-10-13 ,25.65909090909091,44.0,20.0,24.0,45.0,55.0
8309,1539421200,2018-10-13 09:00:00 ,4975802,276.48,274.25,279.25,1007,95,1,Clouds,04n,37.99400000000007,2,2018-10-13 ,24.214285714285715,14.0,5.0,9.0,36.0,64.0
8310,1539424800,2018-10-13 10:00:00 ,4975802,276.89,274.25,279.85,1007,85,1,Clouds,04n,38.732000000000006,2,2018-10-13 ,12.6,10.0,6.0,4.0,60.0,40.0
8311,1539428400,2018-10-13 11:00:00 ,4975802,277.83,275.35,280.35,1007,85,1,Clouds,04n,40.424000000000014,2,2018-10-13 ,9.5,6.0,2.0,4.0,33.0,67.0
8312,1539432000,2018-10-13 12:00:00 ,4975802,278.11,275.95,279.85,1007,92,1,Rain,10d,40.92800000000007,7,2018-10-13 ,10.0,2.0,1.0,1.0,50.0,50.0
8313,1539435600,2018-10-13 13:00:00 ,4975802,278.48,277.05,279.85,1008,95,1,Rain,10d,41.59400000000007,7,2018-10-13 ,73.5,2.0,1.0,1.0,50.0,50.0
8314,1539439200,2018-10-13 14:00:00 ,4975802,279.63,278.15,280.35,1009,100,2,Rain,10d,43.66400000000003,7,2018-10-13 ,6.666666666666668,3.0,2.0,1.0,67.0,33.0
8316,1539442800,2018-10-13 15:00:00 ,4975802,280.13,278.75,280.95,1009,92,5,Rain,10d,44.564000000000036,7,2018-10-13 ,40.1,10.0,5.0,5.0,50.0,50.0
8318,1539446400,2018-10-13 16:00:00 ,4975802,280.29,279.25,281.45,1009,89,3,Rain,10d,44.852000000000075,7,2018-10-13 ,38.333333333333336,18.0,7.0,11.0,39.0,61.0
8320,1539450000,2018-10-13 17:00:00 ,4975802,280.48,280.15,280.95,1009,89,3,Rain,10d,45.194000000000074,7,2018-10-13 ,36.264150943396224,53.0,28.0,25.0,53.0,47.0
8321,1539453600,2018-10-13 18:00:00 ,4975802,280.81,280.15,281.45,1009,92,3,Rain,10d,45.788000000000046,7,2018-10-13 ,15.211538461538463,52.0,26.0,26.0,50.0,50.0
8322,1539457200,2018-10-13 19:00:00 ,4975802,281.19,280.35,282.05,1009,86,2,Rain,10d,46.47200000000004,7,2018-10-13 ,18.316666666666666,60.0,27.0,33.0,45.0,55.0
8323,1539460800,2018-10-13 20:00:00 ,4975802,281.85,280.95,283.15,1010,81,3,Rain,10d,47.660000000000075,7,2018-10-13 ,18.80769230769231,26.0,12.0,14.0,46.0,54.0
8324,1539464400,2018-10-13 21:00:00 ,4975802,282.24,281.15,283.15,1010,79,3,Clouds,04d,48.362000000000066,2,2018-10-13 ,31.25454545454545,55.0,22.0,33.0,40.0,60.0
8325,1539468000,2018-10-13 22:00:00 ,4975802,282.12,280.95,283.15,1011,76,2,Rain,10d,48.14600000000005,7,2018-10-13 ,18.24,50.0,14.0,36.0,28.0,72.0
8326,1539471600,2018-10-13 23:00:00 ,4975802,280.67,279.85,282.05,1012,88,3,Rain,10n,45.536000000000065,7,2018-10-13 ,19.01298701298701,77.0,26.0,51.0,34.0,66.0
8327,1539475200,2018-10-14 00:00:00 ,4975802,278.98,278.15,280.35,1013,88,1,Rain,10n,42.49400000000007,7,2018-10-14 ,27.360824742268036,97.0,28.0,69.0,29.0,71.0
8328,1539478800,2018-10-14 01:00:00 ,4975802,277.57,275.35,279.85,1014,92,3,Clear,01n,39.95600000000003,1,2018-10-14 ,24.171717171717173,99.0,35.0,64.0,35.0,65.0
8329,1539482400,2018-10-14 02:00:00 ,4975802,277.29,275.95,278.15,1014,92,5,Clouds,02n,39.452000000000076,2,2018-10-14 ,18.8125,96.0,50.0,46.0,52.0,48.0
8330,1539486000,2018-10-14 03:00:00 ,4975802,276.61,274.85,278.75,1015,85,1,Clear,01n,38.22800000000007,1,2018-10-14 ,21.57291666666667,96.0,42.0,54.0,44.0,56.0
8331,1539489600,2018-10-14 04:00:00 ,4975802,275.87,273.75,277.55,1016,85,4,Clear,01n,36.89600000000005,1,2018-10-14 ,17.533333333333335,75.0,29.0,46.0,39.0,61.0
8332,1539493200,2018-10-14 05:00:00 ,4975802,276.76,273.75,278.75,1016,92,2,Clear,01n,38.498000000000026,1,2018-10-14 ,13.350877192982454,57.0,28.0,29.0,49.0,51.0
8333,1539496800,2018-10-14 06:00:00 ,4975802,276.21,274.25,277.55,1017,92,2,Clear,01n,37.508,1,2018-10-14 ,18.529411764705888,34.0,16.0,18.0,47.0,53.0
8334,1539500400,2018-10-14 07:00:00 ,4975802,275.38,273.75,277.55,1017,92,3,Clear,01n,36.01400000000003,1,2018-10-14 ,14.891304347826088,46.0,18.0,28.0,39.0,61.0
8335,1539504000,2018-10-14 08:00:00 ,4975802,275.84,273.75,278.15,1018,92,1,Mist,50n,36.842,6,2018-10-14 ,15.75,40.0,27.0,13.0,68.0,32.0
8336,1539507600,2018-10-14 09:00:00 ,4975802,275.07,273.15,276.45,1018,89,3,Clear,01n,35.45600000000003,1,2018-10-14 ,24.517241379310345,29.0,10.0,19.0,34.0,66.0
8337,1539511200,2018-10-14 10:00:00 ,4975802,275.35,274.85,275.95,1019,96,3,Clear,01n,35.96000000000008,1,2018-10-14 ,18.63157894736842,19.0,6.0,13.0,32.0,68.0
8338,1539514800,2018-10-14 11:00:00 ,4975802,274.93,274.25,275.35,1020,92,3,Clear,01n,35.20400000000005,1,2018-10-14 ,13.857142857142858,14.0,8.0,6.0,57.0,43.0
8339,1539518400,2018-10-14 12:00:00 ,4975802,275.53,273.15,277.05,1021,92,3,Clouds,03d,36.28399999999999,2,2018-10-14 ,19.125,8.0,4.0,4.0,50.0,50.0
8340,1539522000,2018-10-14 13:00:00 ,4975802,276.51,273.15,279.25,1021,85,2,Clouds,03d,38.04800000000002,2,2018-10-14 ,26.5,4.0,1.0,3.0,25.0,75.0
8341,1539525600,2018-10-14 14:00:00 ,4975802,279.36,277.55,280.95,1021,73,2,Clear,01d,43.17800000000007,1,2018-10-14 ,16.75,4.0,0.0,4.0,0.0,100.0
8342,1539529200,2018-10-14 15:00:00 ,4975802,281.6,280.95,282.55,1021,60,3,Clear,01d,47.21000000000008,1,2018-10-14 ,19.0,3.0,3.0,0.0,100.0,0.0
8343,1539532800,2018-10-14 16:00:00 ,4975802,283.66,282.55,284.25,1021,48,2,Clouds,03d,50.9180000000001,2,2018-10-14 ,10.666666666666666,6.0,3.0,3.0,50.0,50.0
8344,1539536400,2018-10-14 17:00:00 ,4975802,284.46,283.75,285.35,1021,52,4,Clear,01d,52.358,1,2018-10-14 ,16.142857142857142,14.0,8.0,6.0,57.0,43.0
8345,1539540000,2018-10-14 18:00:00 ,4975802,285.28,284.25,285.95,1020,48,3,Clear,01d,53.83399999999999,1,2018-10-14 ,18.0,24.0,9.0,15.0,38.0,62.0
8346,1539543600,2018-10-14 19:00:00 ,4975802,286.07,285.35,286.45,1020,45,3,Clouds,03d,55.25600000000003,2,2018-10-14 ,25.794117647058826,34.0,11.0,23.0,32.0,68.0
8347,1539547200,2018-10-14 20:00:00 ,4975802,286.46,285.35,287.55,1021,45,1,Clear,01d,55.95800000000001,1,2018-10-14 ,30.067796610169488,59.0,19.0,40.0,32.0,68.0
8348,1539550800,2018-10-14 21:00:00 ,4975802,286.47,285.35,287.55,1021,45,2,Clear,01d,55.9760000000001,1,2018-10-14 ,39.29113924050633,79.0,29.0,50.0,37.0,63.0
8349,1539554400,2018-10-14 22:00:00 ,4975802,285.57,283.75,286.45,1021,63,2,Clear,01d,54.35600000000003,1,2018-10-14 ,37.1123595505618,89.0,21.0,68.0,24.0,76.0
8350,1539558000,2018-10-14 23:00:00 ,4975802,282.64,281.45,284.25,1022,56,2,Clear,01n,49.08200000000002,1,2018-10-14 ,28.3125,96.0,29.0,67.0,30.0,70.0
8351,1539561600,2018-10-15 00:00:00 ,4975802,280.18,277.55,283.15,1022,60,2,Rain,10n,44.654000000000046,7,2018-10-15 ,34.877551020408156,98.0,34.0,64.0,35.0,65.0
8352,1539565200,2018-10-15 01:00:00 ,4975802,278.81,276.45,283.15,1022,82,3,Clear,01n,42.188000000000045,1,2018-10-15 ,26.988636363636363,88.0,24.0,64.0,27.0,73.0
8353,1539568800,2018-10-15 02:00:00 ,4975802,277.22,275.35,280.35,1022,79,2,Clear,01n,39.32600000000009,1,2018-10-15 ,24.117117117117118,111.0,30.0,81.0,27.0,73.0
8354,1539572400,2018-10-15 03:00:00 ,4975802,276.23,275.35,277.05,1023,95,2,Clear,01n,37.544000000000075,1,2018-10-15 ,23.395604395604394,91.0,23.0,68.0,25.0,75.0
8355,1539576000,2018-10-15 04:00:00 ,4975802,275.02,274.25,275.35,1023,100,2,Clear,01n,35.36600000000001,1,2018-10-15 ,31.1,80.0,27.0,53.0,34.0,66.0
8356,1539579600,2018-10-15 05:00:00 ,4975802,274.77,273.75,277.05,1023,92,1,Clear,01n,34.91600000000001,1,2018-10-15 ,17.8,40.0,15.0,25.0,38.0,62.0
8357,1539583200,2018-10-15 06:00:00 ,4975802,274.76,273.15,277.05,1022,95,1,Mist,50n,34.898000000000025,6,2018-10-15 ,21.970588235294123,34.0,16.0,18.0,47.0,53.0
8358,1539586800,2018-10-15 07:00:00 ,4975802,274.99,273.75,276.45,1022,92,1,Mist,50n,35.31200000000005,6,2018-10-15 ,21.431034482758623,58.0,19.0,39.0,33.0,67.0
8359,1539590400,2018-10-15 08:00:00 ,4975802,273.95,271.15,275.95,1022,100,1,Mist,50n,33.44000000000002,6,2018-10-15 ,24.33333333333333,48.0,13.0,35.0,27.0,73.0
8360,1539594000,2018-10-15 09:00:00 ,4975802,274.2,273.15,275.35,1022,96,1,Clear,01n,33.89000000000002,1,2018-10-15 ,16.36,25.0,10.0,15.0,40.0,60.0
8361,1539597600,2018-10-15 10:00:00 ,4975802,274.62,273.75,275.35,1022,100,1,Clear,01n,34.64600000000005,1,2018-10-15 ,23.842105263157894,19.0,4.0,15.0,21.0,79.0
8362,1539601200,2018-10-15 11:00:00 ,4975802,274.02,273.75,274.25,1022,100,3,Clear,01n,33.56600000000001,1,2018-10-15 ,32.0,12.0,1.0,11.0,8.0,92.0
8363,1539604800,2018-10-15 12:00:00 ,4975802,272.42,271.15,275.15,1022,100,3,Mist,50d,30.68600000000007,6,2018-10-15 ,11.363636363636365,11.0,5.0,6.0,45.0,55.0
8365,1539608400,2018-10-15 13:00:00 ,4975802,274.34,274.15,275.15,1022,100,1,Mist,50d,34.142,6,2018-10-15 ,26.5,2.0,1.0,1.0,50.0,50.0
8366,1539612000,2018-10-15 14:00:00 ,4975802,278.46,277.15,280.15,1021,93,3,Clouds,04d,41.55800000000001,2,2018-10-15 ,14.0,1.0,1.0,0.0,100.0,0.0
8367,1539615600,2018-10-15 15:00:00 ,4975802,281.43,279.15,285.15,1020,81,2,Rain,10d,46.904000000000046,7,2018-10-15 ,13.75,4.0,2.0,2.0,50.0,50.0
8368,1539619200,2018-10-15 16:00:00 ,4975802,282.27,279.15,286.15,1019,100,2,Rain,10d,48.41600000000001,7,2018-10-15 ,7.1,10.0,3.0,7.0,30.0,70.0
8370,1539622800,2018-10-15 17:00:00 ,4975802,282.12,279.15,285.15,1018,93,2,Rain,10d,48.14600000000005,7,2018-10-15 ,30.363636363636363,11.0,6.0,5.0,55.0,45.0
8372,1539626400,2018-10-15 18:00:00 ,4975802,282.3,280.15,284.15,1017,100,2,Rain,10d,48.47000000000007,7,2018-10-15 ,26.0,16.0,7.0,9.0,44.0,56.0
8374,1539630000,2018-10-15 19:00:00 ,4975802,283.14,280.15,285.15,1015,100,4,Rain,10d,49.982000000000006,7,2018-10-15 ,15.692307692307693,26.0,6.0,20.0,23.0,77.0
8376,1539633600,2018-10-15 20:00:00 ,4975802,285.15,284.15,286.15,1014,93,3,Rain,10d,53.6,7,2018-10-15 ,22.382978723404253,47.0,13.0,34.0,28.0,72.0
8378,1539637200,2018-10-15 21:00:00 ,4975802,285.77,284.15,287.15,1011,100,3,Rain,10d,54.71600000000001,7,2018-10-15 ,17.229508196721312,61.0,19.0,42.0,31.0,69.0
